trajectory_id,object_id,geometric,kinematic,curvature,indentation,speed,acceleration
1163,201029809087,0.0909,0.2125,0.0677,0.0541,0.0956,0.4174
1164,201030208098,0.7601,0.2423,0.8024,0.6865,0.1559,0.4183
1165,201030209306,0.1437,0.6235,0.0682,0.1131,0.0004,0.8679
1166,201030209306,0.1021,0.7581,0.0444,0.085,0.8122,0.1924
1167,201030506105,0.0859,0.1666,0.0715,0.0358,0.0197,0.4473
1168,201031514112,0.1705,0.2324,0.5227,0.131,0.2476,0.1897
1169,201033107089,0.1088,0.0701,0.042,0.3005,0.0812,0.05
1170,201034918109,0.7645,0.1428,0.1149,0.7755,0.0415,0.6339
1171,201035030175,0.2578,0.0861,0.9019,0.0666,0.231,0.0312
1172,201036315133,0.7963,0.8425,0.0967,0.7773,0.4655,0.9366
1173,201100915113,0.9906,0.3051,0.9967,0.8435,0.2236,0.4643
1174,201101017169,0.4167,0.1869,0.6044,0.3739,0.3157,0.0795
