trajectory_id,n_pair_labels,n_normal,n_hybrid,n_uncommon,non_normal_count,non_normal_ratio,hybrid_ratio,uncommon_ratio,dominant_uncommon_node,dominant_uncommon_node_count,dominant_uncommon_node_ratio,fingerprint_entropy,count_uncommon_Acceleration,count_uncommon_Curvature,count_uncommon_Displacement,count_uncommon_Duration,count_uncommon_Extent,count_uncommon_Geometric,count_uncommon_Indentation,count_uncommon_Kinematic,count_uncommon_Localization,count_uncommon_Path_Evolution,count_uncommon_Phase_Change,count_uncommon_Sampling_Gaps,count_uncommon_Sequence_Complexity,count_uncommon_Spatial_Context,count_uncommon_SpatioTemporal_Dynamics,count_uncommon_Speed,count_uncommon_Temporal
32,76,27,27,22,49,0.6447368421052632,0.35526315789473684,0.2894736842105263,Localization,7,0.3181818181818182,2.2164856973611164,0,0,2,0,5,0,3,0,7,0,0,5,0,0,0,0,0
33,76,10,42,24,66,0.868421052631579,0.5526315789473685,0.3157894736842105,Duration,5,0.20833333333333334,2.299754609730667,0,0,0,5,0,0,0,1,4,3,4,4,0,1,1,0,1
34,76,24,37,15,52,0.6842105263157895,0.4868421052631579,0.19736842105263158,Localization,7,0.4666666666666667,1.926343842391189,0,0,1,0,0,0,0,0,7,2,0,0,0,1,2,2,0
35,76,11,45,20,65,0.8552631578947368,0.5921052631578947,0.2631578947368421,Phase_Change,4,0.2,2.1697429786803077,2,2,0,2,2,0,0,0,0,3,4,2,0,1,2,0,0
36,76,13,42,21,63,0.8289473684210527,0.5526315789473685,0.27631578947368424,Temporal,3,0.14285714285714285,2.259606814686705,0,0,3,3,0,0,0,1,1,1,3,3,0,0,0,3,3
37,76,21,47,8,55,0.7236842105263158,0.618421052631579,0.10526315789473684,Localization,3,0.375,1.5366218633203435,0,0,0,0,1,0,1,0,3,1,0,0,0,0,1,1,0
38,76,9,56,11,67,0.881578947368421,0.7368421052631579,0.14473684210526316,Sampling_Gaps,3,0.2727272727272727,1.468309412752354,0,3,0,1,0,0,1,0,1,1,0,3,0,0,1,0,0
39,76,29,17,30,47,0.618421052631579,0.2236842105263158,0.39473684210526316,Indentation,8,0.26666666666666666,2.4942311115593934,5,0,0,0,7,1,8,0,0,0,0,0,7,1,0,0,1
40,76,21,27,28,55,0.7236842105263158,0.35526315789473684,0.3684210526315789,Acceleration,7,0.25,2.499226153255934,7,0,0,0,5,0,0,1,6,2,0,0,0,0,0,6,1
41,76,13,42,21,63,0.8289473684210527,0.5526315789473685,0.27631578947368424,Speed,5,0.23809523809523808,2.2419097361610945,1,0,3,1,0,0,0,2,0,3,1,3,0,0,2,5,0
42,76,21,48,7,55,0.7236842105263158,0.631578947368421,0.09210526315789473,Sampling_Gaps,3,0.42857142857142855,1.3917202316655206,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0
43,76,6,63,7,70,0.9210526315789473,0.8289473684210527,0.09210526315789473,Displacement,3,0.42857142857142855,1.0264367544043074,0,0,3,0,0,1,1,0,0,0,0,0,1,1,0,0,0
44,76,18,33,25,58,0.7631578947368421,0.4342105263157895,0.32894736842105265,Sequence_Complexity,6,0.24,2.447823980812864,3,0,0,0,3,2,6,0,1,0,1,0,6,3,0,0,0
45,76,18,29,29,58,0.7631578947368421,0.3815789473684211,0.3815789473684211,Sequence_Complexity,6,0.20689655172413793,2.5803737449681585,3,2,6,0,3,0,0,0,0,0,6,0,6,0,0,0,3
46,76,10,41,25,66,0.868421052631579,0.5394736842105263,0.32894736842105265,Phase_Change,5,0.2,2.384664762240749,1,0,4,0,5,0,0,1,0,1,5,0,3,0,1,3,1
47,76,15,29,32,61,0.8026315789473685,0.3815789473684211,0.42105263157894735,Speed,6,0.1875,2.741631115384134,6,0,4,0,5,0,0,1,0,3,5,0,0,0,1,6,1
48,76,11,53,12,65,0.8552631578947368,0.6973684210526315,0.15789473684210525,Displacement,5,0.4166666666666667,1.5473594559265242,2,0,5,0,1,0,1,0,0,1,2,0,0,0,0,0,0
49,76,34,27,15,42,0.5526315789473685,0.35526315789473684,0.19736842105263158,Displacement,7,0.4666666666666667,1.82007279476391,1,1,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0
50,76,16,26,34,60,0.7894736842105263,0.34210526315789475,0.4473684210526316,Speed,5,0.14705882352941177,2.828594940834516,0,0,0,0,5,0,5,0,0,5,0,5,5,2,2,5,0
