meta_pattern_id,pattern_signature,required_uncommon_counts,nodes,n_nodes,total_required_uncommon_evidence,n_source_rules,source_rule_ids,source_target_items,best_source_rule_id,best_source_rule_confidence,best_source_rule_lift,best_source_rule_support_count,mean_source_confidence,max_source_confidence,mean_source_lift,max_source_lift,mean_source_target_coverage,max_source_target_coverage,n_covered,coverage_ratio,pattern_importance_score,readable_pattern,covered_trajectory_ids
MP00014,Curvature_Geometry>=2;Temporal_Sequential_Context>=1,Curvature_Geometry>=2;Temporal_Sequential_Context>=1,Curvature_Geometry;Temporal_Sequential_Context,2,3,8,R00004;R00061;R00093;R00094;R00097;R00099;R00133;R00135,Acceleration_Dynamics__x__Curvature_Geometry=Uncommon Curvature_Geometry;Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Curvature_Geometry;Curvature_Geometry__x__Speed_Dynamics=Uncommon Curvature_Geometry;Curvature_Geometry__x__Turning_Dynamics=Uncommon Curvature_Geometry,R00004,1.0,8.373831775700934,21,0.8808131476936263,1.0,7.346774077886192,8.373831775700934,0.07438715039421266,0.08206686930091185,116,0.043154761904761904,67.71114775322128,Curvature Geometry is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison,27;64;70;97;114;128;130;147;172;195;209;216;226;232;245;279;288;317;342;355;380;426;473;495;505;530;537;583;591;592;596;700;706;769;787;826;892;898;929;935;1009;1044;1069;1070;1102;1115;1152;1158;1250;1261;1273;1339;1358;1401;1474;1475;1500;1503;1516;1527;1578;1604;1610;1630;1634;1636;1669;1671;1687;1693;1695;1707;1716;1721;1727;1731;1820;1822;1825;1831;1843;1877;1939;1941;1950;1970;1978;2009;2015;2022;2023;2030;2037;2048;2077;2089;2109;2110;2112;2115;2121;2134;2173;2239;2296;2349;2380;2404;2413;2420;2548;2551;2606;2633;2640;2681
MP00015,Acceleration_Dynamics>=1;Curvature_Geometry>=2,Acceleration_Dynamics>=1;Curvature_Geometry>=2,Acceleration_Dynamics;Curvature_Geometry,2,3,8,R00009;R00020;R00066;R00069;R00089;R00106;R00157;R00191,Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Curvature_Geometry;Curvature_Geometry__x__Speed_Dynamics=Uncommon Curvature_Geometry;Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Curvature_Geometry;Curvature_Geometry__x__Turning_Dynamics=Uncommon Curvature_Geometry,R00009,0.9487179487179487,7.944404505152168,37,0.8773933976773733,0.9487179487179487,7.408218676559919,8.051612903225806,0.08862969491985571,0.11526479750778816,102,0.03794642857142857,66.19222014049998,Acceleration Dynamics is uncommon in at least 1 retained comparison and Curvature Geometry is uncommon in at least 2 retained comparisons,15;27;64;97;100;110;128;130;140;204;216;244;245;270;291;296;317;323;341;342;343;347;362;408;443;513;517;570;622;644;692;732;735;754;768;787;826;845;854;888;902;929;1006;1011;1018;1074;1123;1170;1208;1221;1223;1266;1358;1383;1420;1428;1460;1486;1510;1517;1564;1570;1589;1604;1623;1627;1634;1669;1727;1760;1765;1792;1796;1845;1849;1934;1939;1969;1981;2038;2094;2105;2110;2143;2170;2182;2225;2231;2246;2264;2282;2347;2349;2364;2380;2487;2508;2618;2623;2640;2646;2681
MP00016,Curvature_Geometry>=2;Speed_Dynamics>=1,Curvature_Geometry>=2;Speed_Dynamics>=1,Curvature_Geometry;Speed_Dynamics,2,3,7,R00018;R00057;R00060;R00074;R00090;R00098;R00184,Acceleration_Dynamics__x__Curvature_Geometry=Uncommon Curvature_Geometry;Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Curvature_Geometry;Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Curvature_Geometry;Curvature_Geometry__x__Turning_Dynamics=Uncommon Curvature_Geometry,R00018,0.9310344827586207,7.796326135997421,27,0.8773663829698313,0.9310344827586207,7.405362914532808,7.796326135997421,0.09292770741743318,0.1059190031152648,124,0.046130952380952384,65.233327912465,Curvature Geometry is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison,6;12;27;195;224;240;277;291;295;316;317;323;328;340;343;345;347;355;362;386;405;408;409;410;415;460;473;565;596;627;669;677;699;702;726;750;755;847;878;891;892;898;950;959;985;996;1006;1011;1018;1021;1023;1084;1152;1199;1208;1226;1251;1261;1275;1340;1419;1421;1428;1435;1442;1450;1475;1481;1483;1510;1516;1527;1534;1564;1630;1636;1639;1673;1680;1687;1688;1721;1726;1746;1755;1792;1802;1824;1831;1859;1877;1884;1941;1950;1981;2032;2040;2077;2081;2101;2115;2137;2189;2225;2234;2277;2292;2347;2349;2359;2390;2391;2450;2458;2503;2508;2530;2545;2548;2569;2618;2619;2633;2670
MP00017,Spatial_Reach_and_Route>=1;Speed_Dynamics>=2,Spatial_Reach_and_Route>=1;Speed_Dynamics>=2,Spatial_Reach_and_Route;Speed_Dynamics,2,3,7,R00019;R00026;R00040;R00068;R00141;R00167;R00180,Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Speed_Dynamics;Curvature_Geometry__x__Speed_Dynamics=Uncommon Speed_Dynamics;Speed_Dynamics__x__Turning_Dynamics=Uncommon Speed_Dynamics,R00026,0.92,8.44013651877133,23,0.8738360128479868,0.9310344827586207,7.464300560182366,8.44013651877133,0.08373813285958401,0.09966777408637874,117,0.04352678571428571,64.70628719039553,Spatial Reach and Route is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons,12;53;58;72;76;116;179;188;195;252;253;277;334;344;345;354;390;403;405;416;422;474;492;497;531;538;565;597;608;618;635;652;684;691;701;726;729;755;757;791;792;814;820;870;878;892;921;955;958;1023;1046;1090;1131;1135;1199;1210;1231;1257;1274;1284;1305;1315;1338;1343;1378;1413;1414;1419;1444;1508;1549;1582;1626;1647;1649;1654;1692;1726;1752;1759;1762;1809;1829;1842;1851;1859;1860;1874;1938;1976;1996;2049;2057;2091;2172;2213;2214;2234;2309;2313;2345;2347;2351;2355;2372;2391;2406;2436;2445;2448;2458;2493;2505;2541;2545;2579;2633
MP00018,Speed_Dynamics>=2;Turning_Dynamics>=1,Speed_Dynamics>=2;Turning_Dynamics>=1,Speed_Dynamics;Turning_Dynamics,2,3,7,R00110;R00111;R00146;R00170;R00174;R00185;R00192,Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Speed_Dynamics;Curvature_Geometry__x__Speed_Dynamics=Uncommon Speed_Dynamics;Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Speed_Dynamics;Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Speed_Dynamics,R00110,0.8571428571428571,8.470588235294118,30,0.8297233270735574,0.8571428571428571,7.709130387504625,8.470588235294118,0.10026797484945783,0.11945392491467577,125,0.04650297619047619,64.32755058546817,Speed Dynamics is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,35;56;72;74;188;240;252;263;291;306;343;345;365;397;408;409;416;425;428;429;433;453;461;474;489;516;547;602;604;624;635;690;729;744;750;790;837;849;887;889;893;911;921;958;959;972;1007;1018;1021;1084;1090;1131;1151;1180;1252;1261;1290;1291;1305;1311;1315;1343;1354;1368;1397;1404;1410;1411;1428;1444;1446;1449;1452;1457;1485;1510;1516;1533;1534;1549;1624;1626;1631;1649;1670;1747;1750;1754;1759;1802;1809;1851;1854;1874;1876;1880;1897;1907;1976;2013;2067;2183;2214;2225;2323;2327;2328;2377;2406;2436;2445;2448;2498;2505;2506;2530;2534;2541;2543;2548;2554;2569;2613;2618;2679
MP00019,Spatial_Reach_and_Route>=1;Turning_Dynamics>=2,Spatial_Reach_and_Route>=1;Turning_Dynamics>=2,Spatial_Reach_and_Route;Turning_Dynamics,2,3,7,R00031;R00035;R00056;R00084;R00151;R00153;R00204,Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics;Curvature_Geometry__x__Turning_Dynamics=Uncommon Turning_Dynamics;Speed_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics;Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Turning_Dynamics,R00056,0.8918918918918919,8.044984581897333,33,0.8661812433551564,0.9166666666666666,7.665810934309535,8.153690596562184,0.0814118386381768,0.11073825503355705,100,0.03720238095238095,63.72306272480342,Spatial Reach and Route is uncommon in at least 1 retained comparison and Turning Dynamics is uncommon in at least 2 retained comparisons,42;44;121;129;131;151;205;252;264;269;273;328;345;406;416;432;444;509;545;546;572;583;629;635;650;655;660;663;729;756;794;807;851;886;890;933;988;1019;1050;1069;1091;1118;1153;1165;1202;1235;1271;1287;1304;1305;1342;1343;1423;1474;1476;1507;1546;1549;1572;1614;1626;1635;1649;1689;1719;1734;1759;1768;1809;1820;1835;1851;1858;1920;1952;1956;1962;1968;1976;2006;2158;2200;2287;2332;2382;2406;2417;2429;2434;2445;2500;2505;2512;2528;2604;2606;2632;2650;2665;2683
MP00020,Spatial_Reach_and_Route>=2;Speed_Dynamics>=1,Spatial_Reach_and_Route>=2;Speed_Dynamics>=1,Spatial_Reach_and_Route;Speed_Dynamics,2,3,4,R00006;R00022;R00037;R00138,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route;Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route;Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Spatial_Reach_and_Route;Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Spatial_Reach_and_Route,R00022,0.9259259259259259,13.030831878999418,25,0.9098408180476492,0.9629629629629629,9.163075096535799,13.030831878999418,0.09975097077433018,0.13089005235602094,110,0.04092261904761905,63.191472611655485,Spatial Reach and Route is uncommon in at least 2 retained comparisons and Speed Dynamics is uncommon in at least 1 retained comparison,6;12;53;72;76;116;181;189;195;277;295;314;328;334;345;403;405;416;422;531;538;540;565;597;608;618;635;652;699;726;727;729;752;755;757;791;792;814;870;878;891;921;950;958;996;1023;1050;1135;1138;1210;1231;1257;1280;1284;1305;1338;1343;1378;1413;1419;1444;1495;1502;1508;1535;1558;1582;1626;1649;1692;1726;1733;1746;1752;1755;1809;1829;1841;1842;1851;1938;1950;1968;1976;1996;2019;2024;2040;2057;2091;2172;2213;2214;2234;2254;2291;2313;2345;2347;2351;2355;2372;2390;2445;2458;2466;2472;2493;2545;2633
MP00021,Curvature_Geometry>=1;Temporal_Sequential_Context>=2,Curvature_Geometry>=1;Temporal_Sequential_Context>=2,Curvature_Geometry;Temporal_Sequential_Context,2,3,4,R00001;R00096;R00136;R00200,Acceleration_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,R00001,1.0,11.294117647058822,20,0.8763440860215054,1.0,9.210171062371426,11.294117647058822,0.08934988391047664,0.10236220472440945,102,0.03794642857142857,60.20615999960826,Curvature Geometry is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons,14;27;43;63;64;67;70;75;97;101;114;130;147;172;195;209;226;261;272;279;313;355;463;482;495;505;537;583;592;596;655;666;700;706;769;824;826;892;898;929;1044;1070;1102;1158;1250;1261;1273;1339;1358;1401;1403;1474;1480;1484;1522;1527;1634;1636;1669;1716;1721;1731;1820;1825;1831;1843;1861;1877;1881;1939;1941;1943;1978;2009;2015;2022;2023;2030;2037;2048;2071;2102;2109;2110;2112;2115;2121;2173;2197;2201;2232;2242;2296;2319;2349;2380;2404;2413;2420;2548;2606;2633
MP00022,Spatial_Reach_and_Route>=1;Temporal_Sequential_Context>=2,Spatial_Reach_and_Route>=1;Temporal_Sequential_Context>=2,Spatial_Reach_and_Route;Temporal_Sequential_Context,2,3,4,R00016;R00029;R00054;R00168,Acceleration_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Temporal_Sequential_Context,R00016,0.9310344827586207,9.852837360847136,27,0.8911482603292948,0.9310344827586207,8.60149528219642,9.852837360847136,0.11215531287118408,0.12267657992565056,129,0.04799107142857143,60.049193724862924,Spatial Reach and Route is uncommon in at least 1 retained comparison and Temporal Sequential Context is uncommon in at least 2 retained comparisons,14;26;43;44;53;63;64;70;76;92;97;114;158;168;181;195;199;218;253;284;434;497;552;571;572;583;592;608;655;713;714;751;752;792;798;817;824;869;892;898;924;929;968;971;1070;1099;1125;1132;1135;1138;1158;1215;1235;1257;1274;1284;1285;1302;1305;1315;1342;1352;1358;1378;1394;1413;1474;1480;1505;1506;1507;1508;1558;1592;1603;1689;1703;1718;1722;1731;1733;1762;1820;1860;1867;1869;1878;1902;1903;1916;1923;1968;1988;1995;1999;2009;2022;2037;2046;2048;2071;2103;2109;2158;2197;2219;2233;2242;2284;2291;2304;2312;2351;2355;2376;2382;2409;2418;2449;2505;2509;2522;2540;2575;2606;2627;2633;2663;2686
MP00023,Speed_Dynamics>=2;Temporal_Sequential_Context>=1,Speed_Dynamics>=2;Temporal_Sequential_Context>=1,Speed_Dynamics;Temporal_Sequential_Context,2,3,7,R00104;R00127;R00128;R00147;R00148;R00164;R00179,Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Speed_Dynamics;Curvature_Geometry__x__Speed_Dynamics=Uncommon Speed_Dynamics;Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Speed_Dynamics;Speed_Dynamics__x__Turning_Dynamics=Uncommon Speed_Dynamics,R00104,0.8620689655172413,7.698476343223736,25,0.8381159070814244,0.8620689655172413,7.3260912716695445,7.698476343223736,0.07895619266150895,0.08532423208191127,108,0.04017857142857143,59.89916426990508,Speed Dynamics is uncommon in at least 2 retained comparisons and Temporal Sequential Context is uncommon in at least 1 retained comparison,53;56;76;177;195;253;276;306;326;390;425;433;453;497;516;596;608;624;671;691;704;711;717;728;737;791;792;840;849;870;874;892;972;1032;1135;1139;1151;1180;1257;1261;1274;1277;1278;1282;1284;1290;1305;1315;1368;1378;1413;1424;1456;1467;1489;1508;1516;1529;1531;1557;1561;1563;1636;1645;1654;1663;1670;1701;1721;1749;1762;1831;1860;1877;1880;1907;1938;1941;1947;2013;2020;2034;2077;2115;2183;2196;2198;2309;2323;2334;2349;2351;2354;2355;2377;2414;2448;2477;2486;2492;2495;2498;2505;2514;2548;2554;2579;2633
MP00024,Curvature_Geometry>=1;Speed_Dynamics>=2,Curvature_Geometry>=1;Speed_Dynamics>=2,Curvature_Geometry;Speed_Dynamics,2,3,5,R00055;R00087;R00109;R00152;R00183,Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Speed_Dynamics;Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Speed_Dynamics;Speed_Dynamics__x__Turning_Dynamics=Uncommon Speed_Dynamics,R00087,0.8717948717948718,8.615384615384615,34,0.8533325908325908,0.8918918918918919,8.011604226145717,8.615384615384615,0.10699237834668751,0.125,109,0.04055059523809524,57.57842366732371,Curvature Geometry is uncommon in at least 1 retained comparison and Speed Dynamics is uncommon in at least 2 retained comparisons,12;72;177;186;195;224;229;240;263;277;291;335;340;343;345;347;386;405;408;409;410;460;522;536;565;596;627;669;682;726;750;755;820;849;878;892;943;959;985;1011;1018;1021;1023;1046;1084;1199;1251;1261;1327;1338;1404;1410;1419;1421;1428;1435;1442;1444;1450;1483;1510;1516;1534;1636;1639;1673;1680;1688;1721;1726;1742;1792;1802;1829;1831;1842;1859;1877;1941;1961;1981;1994;2008;2067;2077;2081;2101;2115;2116;2137;2225;2234;2277;2347;2349;2359;2391;2436;2450;2458;2493;2503;2530;2545;2548;2569;2618;2633;2670
MP00025,Acceleration_Dynamics>=1;Spatial_Reach_and_Route>=2,Acceleration_Dynamics>=1;Spatial_Reach_and_Route>=2,Acceleration_Dynamics;Spatial_Reach_and_Route,2,3,6,R00073;R00079;R00105;R00172;R00176;R00182,Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route;Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Spatial_Reach_and_Route;Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Spatial_Reach_and_Route,R00079,0.875,9.011494252873563,28,0.8450113457086074,0.8787878787878788,7.664593659223036,9.011494252873563,0.09167296391378883,0.10727969348659004,95,0.035342261904761904,57.524549476611945,Acceleration Dynamics is uncommon in at least 1 retained comparison and Spatial Reach and Route is uncommon in at least 2 retained comparisons,53;64;76;77;100;181;199;233;284;285;311;334;342;379;385;422;434;466;531;570;571;572;603;610;757;814;850;860;869;870;890;958;1019;1042;1074;1118;1142;1143;1144;1210;1231;1235;1253;1302;1352;1357;1378;1394;1502;1505;1507;1508;1558;1649;1692;1698;1703;1710;1732;1763;1770;1862;1938;1995;1996;2006;2024;2053;2068;2091;2143;2213;2233;2254;2264;2268;2287;2313;2347;2355;2364;2395;2408;2449;2460;2488;2509;2519;2540;2563;2575;2627;2651;2665;2686
MP00026,Acceleration_Dynamics>=2;Curvature_Geometry>=1,Acceleration_Dynamics>=2;Curvature_Geometry>=1,Acceleration_Dynamics;Curvature_Geometry,2,3,5,R00023;R00059;R00126;R00189;R00190,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Uncommon Acceleration_Dynamics;Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Acceleration_Dynamics;Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Acceleration_Dynamics,R00023,0.9230769230769231,9.088757396449704,24,0.8547008547008547,0.9230769230769231,8.070024496326704,9.088757396449704,0.08612892659648944,0.11186440677966102,98,0.036458333333333336,56.78917280496674,Acceleration Dynamics is uncommon in at least 2 retained comparisons and Curvature Geometry is uncommon in at least 1 retained comparison,15;27;64;97;100;101;110;128;130;140;204;244;261;291;339;341;342;343;347;360;408;427;443;467;513;517;536;570;622;692;730;732;735;768;787;826;845;854;888;901;902;929;957;1006;1011;1018;1042;1049;1074;1123;1128;1170;1221;1223;1266;1334;1358;1362;1420;1428;1460;1463;1564;1589;1604;1618;1623;1627;1634;1669;1732;1741;1760;1849;1930;1939;1943;2038;2053;2110;2116;2171;2182;2201;2225;2231;2232;2246;2264;2282;2380;2487;2515;2558;2618;2623;2640;2646
MP00027,Curvature_Geometry>=2;Spatial_Reach_and_Route>=1,Curvature_Geometry>=2;Spatial_Reach_and_Route>=1,Curvature_Geometry;Spatial_Reach_and_Route,2,3,5,R00010;R00064;R00085;R00154;R00205,Acceleration_Dynamics__x__Curvature_Geometry=Uncommon Curvature_Geometry;Curvature_Geometry__x__Speed_Dynamics=Uncommon Curvature_Geometry;Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Curvature_Geometry;Curvature_Geometry__x__Turning_Dynamics=Uncommon Curvature_Geometry,R00010,0.9428571428571428,7.680000000000001,33,0.8675108225108226,0.9428571428571428,7.3236106045570395,7.685630498533723,0.09857760502309768,0.12580645161290321,128,0.047619047619047616,55.32218949048146,Curvature Geometry is uncommon in at least 2 retained comparisons and Spatial Reach and Route is uncommon in at least 1 retained comparison,6;12;42;64;70;84;97;100;114;142;149;156;195;216;232;269;277;295;328;342;345;348;362;387;393;404;405;432;444;509;565;570;583;591;592;619;644;699;702;726;755;756;800;878;891;892;898;929;939;950;988;996;1009;1023;1069;1070;1074;1086;1141;1153;1158;1176;1199;1208;1239;1281;1297;1340;1358;1383;1391;1419;1437;1474;1475;1500;1503;1537;1604;1630;1671;1695;1707;1726;1731;1746;1755;1767;1820;1822;1836;1859;1863;1884;1920;1950;2009;2010;2022;2032;2037;2040;2048;2096;2109;2143;2164;2205;2234;2239;2264;2332;2347;2364;2390;2391;2429;2432;2458;2500;2545;2546;2604;2606;2633;2650;2681;2687
MP00028,Temporal_Sequential_Context>=2;Turning_Dynamics>=1,Temporal_Sequential_Context>=2;Turning_Dynamics>=1,Temporal_Sequential_Context;Turning_Dynamics,2,3,2,R00013;R00071,Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context;Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,R00071,0.8787878787878788,9.925133689839571,29,0.9081439393939394,0.9375,8.912410105107874,9.925133689839571,0.10794631332156687,0.12184873949579832,103,0.038318452380952384,41.297434144083,Temporal Sequential Context is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,13;44;56;67;101;108;133;187;275;306;313;355;433;434;516;524;572;583;585;605;646;655;676;712;714;725;760;769;797;824;862;972;979;993;1044;1051;1078;1124;1130;1151;1180;1235;1261;1290;1305;1315;1339;1342;1368;1403;1448;1474;1488;1507;1625;1633;1670;1689;1711;1718;1782;1811;1820;1843;1867;1869;1880;1881;1891;1918;1939;1943;1968;2009;2013;2015;2030;2054;2092;2109;2110;2112;2127;2158;2183;2185;2296;2304;2319;2376;2382;2404;2431;2462;2498;2505;2548;2554;2596;2606;2655;2674;2688
MP00029,Acceleration_Dynamics>=2;Spatial_Reach_and_Route>=1,Acceleration_Dynamics>=2;Spatial_Reach_and_Route>=1,Acceleration_Dynamics;Spatial_Reach_and_Route,2,3,3,R00132;R00175;R00178,Acceleration_Dynamics__x__Curvature_Geometry=Uncommon Acceleration_Dynamics;Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Acceleration_Dynamics;Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Acceleration_Dynamics,R00132,0.84375,7.820689655172413,27,0.8267045454545455,0.84375,7.474029418857005,8.055944055944057,0.09078723001136794,0.0989010989010989,100,0.03720238095238095,39.53153075894134,Acceleration Dynamics is uncommon in at least 2 retained comparisons and Spatial Reach and Route is uncommon in at least 1 retained comparison,53;64;76;97;100;121;137;181;199;217;233;284;285;334;342;383;385;434;497;531;539;570;572;610;629;660;691;714;757;773;814;821;864;869;870;890;920;929;958;1019;1042;1049;1074;1118;1125;1143;1144;1165;1210;1231;1235;1298;1302;1334;1352;1357;1358;1378;1394;1508;1546;1558;1604;1649;1692;1698;1703;1710;1732;1740;1759;1762;1763;1770;1816;1878;2006;2049;2053;2068;2074;2091;2213;2233;2264;2268;2313;2355;2408;2449;2460;2488;2509;2519;2540;2563;2575;2597;2627;2651
MP00030,Spatial_Reach_and_Route>=2;Turning_Dynamics>=1,Spatial_Reach_and_Route>=2;Turning_Dynamics>=1,Spatial_Reach_and_Route;Turning_Dynamics,2,3,2,R00081;R00150,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route,R00081,0.875,8.0,28,0.8541666666666667,0.875,7.80952380952381,8.0,0.0816326530612245,0.09523809523809523,104,0.03869047619047619,34.10627615561803,Spatial Reach and Route is uncommon in at least 2 retained comparisons and Turning Dynamics is uncommon in at least 1 retained comparison,42;44;72;131;264;269;328;330;345;379;406;416;432;434;444;509;521;545;572;583;635;655;663;729;756;794;851;859;860;890;921;933;958;961;988;994;1019;1048;1050;1064;1069;1091;1104;1118;1153;1162;1235;1271;1287;1305;1343;1360;1423;1444;1476;1495;1507;1535;1572;1614;1626;1635;1649;1689;1734;1755;1772;1809;1835;1841;1851;1858;1869;1919;1920;1952;1956;1968;1973;1976;1993;2006;2009;2040;2045;2088;2143;2158;2200;2214;2265;2287;2332;2376;2395;2429;2434;2445;2512;2604;2606;2650;2665;2675
