trajectory_id,n_pair_labels,n_normal,n_hybrid,n_uncommon,non_normal_count,non_normal_ratio,hybrid_ratio,uncommon_ratio,dominant_uncommon_node,dominant_uncommon_node_count,dominant_uncommon_node_ratio,fingerprint_entropy,count_uncommon_Acceleration_Dynamics,count_uncommon_Curvature_Geometry,count_uncommon_Spatial_Reach_and_Route,count_uncommon_Speed_Dynamics,count_uncommon_Temporal_Sequential_Context,count_uncommon_Turning_Dynamics
172,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Temporal_Sequential_Context,2,0.5,1.4256051990169438,0,2,0,0,2,0
173,15,6,1,8,9,0.6,0.06666666666666667,0.5333333333333333,Speed_Dynamics,4,0.5,1.8062389286533893,4,0,0,4,0,0
174,15,3,7,5,12,0.8,0.4666666666666667,0.3333333333333333,Acceleration_Dynamics,3,0.6,1.8294732983598407,3,0,0,2,0,0
175,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,3,1.0,1.3709505944546687,0,0,0,3,0,0
176,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
177,15,1,10,4,14,0.9333333333333333,0.6666666666666666,0.26666666666666666,Speed_Dynamics,2,0.5,1.5589385323502771,0,1,0,2,1,0
178,15,1,11,3,14,0.9333333333333333,0.7333333333333333,0.2,Temporal_Sequential_Context,2,0.6666666666666666,1.2366407419411674,1,0,0,0,2,0
179,15,6,4,5,9,0.6,0.26666666666666666,0.3333333333333333,Speed_Dynamics,4,0.8,1.8062389286533895,0,0,1,4,0,0
180,15,0,13,2,15,1.0,0.8666666666666667,0.13333333333333333,Speed_Dynamics,1,0.5,0.6998428398862386,0,1,0,1,0,0
181,15,1,7,7,14,0.9333333333333333,0.4666666666666667,0.4666666666666667,Temporal_Sequential_Context,2,0.2857142857142857,2.1967916319816365,2,0,2,1,2,0
182,15,6,9,0,9,0.6,0.6,0.0,,0,0.0,0.9709505944546686,0,0,0,0,0,0
183,15,0,10,5,15,1.0,0.6666666666666666,0.3333333333333333,Turning_Dynamics,1,0.2,1.6922718656836104,0,1,1,1,1,1
184,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Speed_Dynamics,1,0.5,1.3752793655393791,1,0,0,1,0,0
185,15,3,11,1,12,0.8,0.7333333333333333,0.06666666666666667,Curvature_Geometry,1,1.0,1.0529815751302694,0,1,0,0,0,0
186,15,3,9,3,12,0.8,0.6,0.2,Speed_Dynamics,2,0.6666666666666666,1.5546097612655667,0,1,0,2,0,0
187,15,1,9,5,14,0.9333333333333333,0.6,0.3333333333333333,Turning_Dynamics,2,0.4,1.7382689280764645,1,0,0,0,2,2
188,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Speed_Dynamics,2,0.5,1.856564762130954,0,0,1,2,0,1
189,15,3,8,4,12,0.8,0.5333333333333333,0.26666666666666666,Spatial_Reach_and_Route,3,0.75,1.6729055953200562,0,0,3,1,0,0
190,15,6,8,1,9,0.6,0.5333333333333333,0.06666666666666667,Speed_Dynamics,1,1.0,1.272905595320056,0,0,0,1,0,0
191,15,10,5,0,5,0.3333333333333333,0.3333333333333333,0.0,,0,0.0,0.9182958340544896,0,0,0,0,0,0
192,15,3,10,2,12,0.8,0.6666666666666666,0.13333333333333333,Spatial_Reach_and_Route,2,1.0,1.2419460322060458,0,0,2,0,0,0
