rule_id,pattern,evidence,n_covered,rule_support_count,rule_support_ratio,target_coverage,confidence,lift,growth_rate,growth_rate_status,covered_trajectory_ids
R00034,"When Turning Dynamics is unusual relative to Acceleration Dynamics and Temporal Sequential Context is unusual relative to Speed Dynamics, Turning Dynamics is also unusual relative to Speed Dynamics.",21 of 23 matching trajectories (91.3%) also showed this outcome; this is 8.2× its overall rate.,23,21,0.0078125,0.06976744186046512,0.9130434782608695,8.153690596562184,83.26744186046511,finite,44;583;655;712;725;1124;1339;1342;1448;1474;1689;1718;1820;1881;2030;2036;2089;2109;2112;2296;2319;2468;2606
R00035,"When Turning Dynamics is unusual relative to Curvature Geometry and Spatial Reach and Route is unusual relative to Speed Dynamics, Turning Dynamics is also unusual relative to Speed Dynamics.",21 of 23 matching trajectories (91.3%) also showed this outcome; this is 8.2× its overall rate.,23,21,0.0078125,0.06976744186046512,0.9130434782608695,8.153690596562184,83.26744186046511,finite,44;129;264;572;860;890;1091;1235;1423;1476;1507;1546;1614;1635;1835;1858;1869;1952;1956;2158;2200;2512;2632
R00036,"When Acceleration Dynamics is unusual relative to Spatial Reach and Route and Speed Dynamics is unusual relative to Temporal Sequential Context, Speed Dynamics is also unusual relative to Spatial Reach and Route.",31 of 34 matching trajectories (91.2%) also showed this outcome; this is 8.3× its overall rate.,34,31,0.011532738095238096,0.10508474576271186,0.9117647058823529,8.307876370887337,83.8225988700565,finite,118;173;291;327;343;347;369;408;421;477;536;640;736;793;936;1018;1081;1186;1258;1263;1276;1307;1353;1428;1792;1854;2116;2225;2299;2327;2562;2618;2636;2645
R00037,"When Spatial Reach and Route is unusual relative to Acceleration Dynamics and Speed Dynamics is unusual relative to Turning Dynamics, Spatial Reach and Route is also unusual relative to Turning Dynamics.",31 of 34 matching trajectories (91.2%) also showed this outcome; this is 7.9× its overall rate.,34,31,0.011532738095238096,0.09967845659163987,0.9117647058823529,7.880461509362587,78.978563772776,finite,12;116;195;277;314;405;538;540;608;726;727;791;820;878;891;1023;1135;1257;1284;1338;1419;1582;1726;1746;1752;1860;1950;2057;2234;2291;2345;2351;2466;2633
R00038,"When Acceleration Dynamics is unusual relative to Spatial Reach and Route and Temporal Sequential Context is unusual relative to Curvature Geometry, Temporal Sequential Context is also unusual relative to Spatial Reach and Route.",41 of 45 matching trajectories (91.1%) also showed this outcome; this is 10.3× its overall rate.,45,41,0.01525297619047619,0.1722689075630252,0.9111111111111111,10.290196078431372,105.51470588235294,finite,56;80;106;178;187;306;337;377;516;524;760;797;972;1032;1094;1127;1130;1151;1180;1277;1326;1529;1544;1625;1663;1670;1711;1749;1811;1880;2054;2070;2244;2303;2323;2354;2363;2477;2495;2498;2520;2634;2635;2674;2688
R00039,"When Acceleration Dynamics is unusual relative to Turning Dynamics and Temporal Sequential Context is unusual relative to Curvature Geometry, Acceleration Dynamics is also unusual relative to Curvature Geometry.",40 of 44 matching trajectories (90.9%) also showed this outcome; this is 7.3× its overall rate.,44,40,0.01488095238095238,0.11904761904761904,0.9090909090909091,7.2727272727272725,70.0,finite,8;53;76;80;106;181;276;281;284;337;377;497;821;840;1032;1125;1127;1132;1277;1302;1326;1378;1505;1508;1529;1558;1663;1703;1749;1762;1986;2070;2196;2215;2244;2355;2360;2449;2477;2486;2495;2520;2540;2627
R00040,"When Speed Dynamics is unusual relative to Curvature Geometry and Spatial Reach and Route is unusual relative to Turning Dynamics, Speed Dynamics is also unusual relative to Turning Dynamics.",28 of 31 matching trajectories (90.3%) also showed this outcome; this is 8.1× its overall rate.,31,28,0.010416666666666666,0.09302325581395349,0.9032258064516129,8.066016504126031,74.01550387596899,finite,53;76;253;422;531;597;608;618;652;691;814;870;955;1210;1231;1257;1284;1378;1413;1508;1582;1647;1752;1938;2172;2213;2254;2313;2345;2355;2372
R00041,"When Acceleration Dynamics is unusual relative to Speed Dynamics and Temporal Sequential Context is unusual relative to Curvature Geometry, Temporal Sequential Context is also unusual relative to Speed Dynamics.",37 of 41 matching trajectories (90.2%) also showed this outcome; this is 9.0× its overall rate.,41,37,0.013764880952380952,0.137546468401487,0.9024390243902439,9.017680660077977,83.18122676579925,finite,80;81;87;199;281;284;377;383;434;462;572;582;714;862;920;1127;1235;1299;1326;1394;1507;1625;1703;1878;1986;1995;2054;2070;2233;2244;2360;2428;2440;2449;2509;2540;2575;2596;2617;2627;2674
R00042,"When Speed Dynamics is unusual relative to Acceleration Dynamics and Turning Dynamics is unusual relative to Spatial Reach and Route, Turning Dynamics is also unusual relative to Acceleration Dynamics.",37 of 41 matching trajectories (90.2%) also showed this outcome; this is 8.1× its overall rate.,41,37,0.013764880952380952,0.12416107382550336,0.9024390243902439,8.140121132754953,74.18624161073826,finite,13;35;74;240;275;397;429;433;461;602;624;788;790;849;887;889;893;959;989;1097;1261;1290;1291;1397;1410;1452;1485;1516;1631;1687;1747;1754;2013;2067;2090;2328;2529;2530;2543;2548;2613
R00043,"When Acceleration Dynamics is unusual relative to Spatial Reach and Route and Temporal Sequential Context is unusual relative to Speed Dynamics, Acceleration Dynamics is also unusual relative to Speed Dynamics.",27 of 30 matching trajectories (90.0%) also showed this outcome; this is 8.9× its overall rate.,30,27,0.010044642857142858,0.0989010989010989,0.9,8.861538461538462,79.61538461538461,finite,67;80;101;128;130;261;313;377;661;787;826;844;1039;1326;1634;1697;1891;1939;1943;2054;2070;2110;2201;2244;2329;2380;2536;2629;2640;2674
