trajectory_id,n_pair_labels,n_normal,n_hybrid,n_uncommon,non_normal_count,non_normal_ratio,hybrid_ratio,uncommon_ratio,dominant_uncommon_node,dominant_uncommon_node_count,dominant_uncommon_node_ratio,fingerprint_entropy,count_uncommon_Acceleration,count_uncommon_Curvature,count_uncommon_Displacement,count_uncommon_Duration,count_uncommon_Extent,count_uncommon_Geometric,count_uncommon_Indentation,count_uncommon_Kinematic,count_uncommon_Localization,count_uncommon_Path_Evolution,count_uncommon_Phase_Change,count_uncommon_Sampling_Gaps,count_uncommon_Sequence_Complexity,count_uncommon_Spatial_Context,count_uncommon_SpatioTemporal_Dynamics,count_uncommon_Speed,count_uncommon_Temporal
95,76,6,58,12,70,0.9210526315789473,0.7631578947368421,0.15789473684210525,Displacement,4,0.3333333333333333,1.4417081355261359,0,0,4,0,2,0,0,0,1,1,1,0,0,1,0,1,1
96,76,18,32,26,58,0.7631578947368421,0.42105263157894735,0.34210526315789475,Speed,4,0.15384615384615385,2.549787381523038,0,2,4,0,4,2,4,0,0,0,0,0,4,0,2,4,0
97,76,10,49,17,66,0.868421052631579,0.6447368421052632,0.2236842105263158,Sequence_Complexity,3,0.17647058823529413,1.8779998710575831,3,3,3,0,3,0,0,0,0,1,1,0,3,0,0,0,0
98,76,18,47,11,58,0.7631578947368421,0.618421052631579,0.14473684210526316,Spatial_Context,2,0.18181818181818182,1.6936600653539724,0,0,0,0,2,0,2,0,2,1,0,0,2,2,0,0,0
99,76,13,56,7,63,0.8289473684210527,0.7368421052631579,0.09210526315789473,Spatial_Context,2,0.2857142857142857,1.2569065664559536,0,2,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0
100,76,18,37,21,58,0.7631578947368421,0.4868421052631579,0.27631578947368424,Extent,4,0.19047619047619047,2.256898571883589,3,4,4,0,4,0,0,0,0,0,3,0,0,2,0,0,1
101,76,7,40,29,69,0.9078947368421053,0.5263157894736842,0.3815789473684211,Sampling_Gaps,4,0.13793103448275862,2.6093931943659836,4,2,0,4,0,1,4,2,2,2,2,4,0,0,2,0,0
102,76,6,66,4,70,0.9210526315789473,0.868421052631579,0.05263157894736842,SpatioTemporal_Dynamics,1,0.25,0.7947724228911531,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
103,76,24,47,5,52,0.6842105263157895,0.618421052631579,0.06578947368421052,Localization,2,0.4,1.3123383549415235,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
104,76,42,24,10,34,0.4473684210526316,0.3157894736842105,0.13157894736842105,Displacement,4,0.4,1.6095534111539054,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0
105,76,34,27,15,42,0.5526315789473685,0.35526315789473684,0.19736842105263158,Sequence_Complexity,4,0.26666666666666666,1.9470660112692153,3,0,0,0,0,0,4,3,0,0,0,0,4,0,0,1,0
106,76,37,22,17,39,0.5131578947368421,0.2894736842105263,0.2236842105263158,Path_Evolution,7,0.4117647058823529,1.9568959994023785,5,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,1
107,76,21,40,15,55,0.7236842105263158,0.5263157894736842,0.19736842105263158,Speed,3,0.2,1.956673043936976,0,3,3,0,0,0,3,0,1,0,0,0,0,0,2,3,0
108,76,13,52,11,63,0.8289473684210527,0.6842105263157895,0.14473684210526316,Phase_Change,2,0.18181818181818182,1.635709333454493,0,0,2,0,1,1,2,0,0,1,2,0,1,0,1,0,0
109,76,15,50,11,61,0.8026315789473685,0.6578947368421053,0.14473684210526316,Localization,3,0.2727272727272727,1.6123229946647573,1,1,1,0,0,0,3,0,3,0,0,0,0,0,0,2,0
110,76,29,25,22,47,0.618421052631579,0.32894736842105265,0.2894736842105263,Acceleration,8,0.36363636363636365,2.294142926504182,8,4,0,0,0,1,3,2,3,0,0,0,0,0,0,0,1
111,76,10,45,21,66,0.868421052631579,0.5921052631578947,0.27631578947368424,Sampling_Gaps,5,0.23809523809523808,2.0382369975332844,0,0,0,5,5,0,0,1,0,3,0,5,1,1,0,0,0
112,76,16,46,14,60,0.7894736842105263,0.6052631578947368,0.18421052631578946,Indentation,3,0.21428571428571427,1.8749207702184145,1,3,1,0,3,1,3,0,1,0,0,0,1,0,0,0,0
113,76,55,12,9,21,0.27631578947368424,0.15789473684210525,0.11842105263157894,Localization,8,0.8888888888888888,1.1822125890684518,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0
114,76,16,40,20,60,0.7894736842105263,0.5263157894736842,0.2631578947368421,Sequence_Complexity,4,0.2,2.2627022003449735,0,4,2,0,2,2,1,0,0,1,0,0,4,2,2,0,0
115,76,15,44,17,61,0.8026315789473685,0.5789473684210527,0.2236842105263158,Curvature,4,0.23529411764705882,2.0792650114150475,4,4,0,0,0,1,1,1,1,1,0,0,0,1,1,2,0
116,76,22,42,12,54,0.7105263157894737,0.5526315789473685,0.15789473684210525,Phase_Change,3,0.25,1.799314324350751,0,0,2,0,3,0,0,0,0,0,3,0,0,1,0,2,1
117,76,3,72,1,73,0.9605263157894737,0.9473684210526315,0.013157894736842105,Path_Evolution,1,1.0,0.3401710975750335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,76,39,27,10,37,0.4868421052631579,0.35526315789473684,0.13157894736842105,Speed,4,0.4,1.652302031914575,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0
119,76,51,10,15,25,0.32894736842105265,0.13157894736842105,0.19736842105263158,Speed,8,0.5333333333333333,1.5094720678665232,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,8,0
120,76,18,48,10,58,0.7631578947368421,0.631578947368421,0.13157894736842105,Speed,2,0.2,1.627705802120202,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0
121,76,1,62,13,75,0.9868421052631579,0.8157894736842105,0.17105263157894737,Sampling_Gaps,2,0.15384615384615385,1.285293681285871,2,0,1,2,0,1,2,1,0,0,0,2,0,1,0,1,0
122,76,24,38,14,52,0.6842105263157895,0.5,0.18421052631578946,Extent,4,0.2857142857142857,1.9655545459677433,2,0,0,0,4,1,0,0,2,0,0,0,2,2,0,1,0
123,76,21,37,18,55,0.7236842105263158,0.4868421052631579,0.23684210526315788,Extent,4,0.2222222222222222,2.093410040959525,3,4,4,0,4,1,2,0,0,0,0,0,0,0,0,0,0
124,76,13,43,20,63,0.8289473684210527,0.5657894736842105,0.2631578947368421,Sampling_Gaps,5,0.25,2.0615570300064148,0,0,0,5,0,0,2,0,0,2,0,5,3,0,3,0,0
125,76,55,11,10,21,0.27631578947368424,0.14473684210526316,0.13157894736842105,Indentation,5,0.5,1.2578247108417409,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
126,76,34,37,5,42,0.5526315789473685,0.4868421052631579,0.06578947368421052,Speed,1,0.2,1.4357760511964446,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
127,76,6,59,11,70,0.9210526315789473,0.7763157894736842,0.14473684210526316,Speed,2,0.18181818181818182,1.371799685592591,0,2,0,0,0,1,2,1,0,0,0,0,2,1,0,2,0
