rule_id,target_item,target_pair,target_label,antecedent_items,antecedent_length,n_total,n_target,rule_support_count,rule_support_ratio,target_coverage,antecedent_support_count,antecedent_support_ratio,confidence,target_base_rate,lift,growth_rate,growth_rate_status,leverage
R00001,Kinematic__x__Spatial_Context=Uncommon Kinematic,Kinematic__x__Spatial_Context,Uncommon Kinematic,Acceleration__x__Indentation=Uncommon Acceleration;Spatial_Context__x__Temporal=Uncommon Temporal,2,2688,290,33,0.012276785714285714,0.11379310344827587,37,0.013764880952380952,0.8918918918918919,0.10788690476190477,8.266915191053121,68.21896551724139,finite,0.010791735313917233
R00002,Geometric__x__Kinematic=Uncommon Kinematic,Geometric__x__Kinematic,Uncommon Kinematic,Acceleration__x__Sequence_Complexity=Uncommon Acceleration;Geometric__x__SpatioTemporal_Dynamics=Uncommon SpatioTemporal_Dynamics,2,2688,309,41,0.01525297619047619,0.13268608414239483,46,0.01711309523809524,0.8913043478260869,0.11495535714285714,7.753482482059941,63.13203883495146,finite,0.013285734215561224
R00003,Geometric__x__Kinematic=Uncommon Kinematic,Geometric__x__Kinematic,Uncommon Kinematic,Acceleration__x__Displacement=Uncommon Acceleration;Geometric__x__Temporal=Uncommon Temporal,2,2688,309,45,0.016741071428571428,0.14563106796116504,51,0.018973214285714284,0.8823529411764706,0.11495535714285714,7.675613934894346,57.74271844660194,finite,0.014559998804209183
R00004,Kinematic__x__Spatial_Context=Uncommon Kinematic,Kinematic__x__Spatial_Context,Uncommon Kinematic,Acceleration__x__Sequence_Complexity=Uncommon Acceleration;Spatial_Context__x__SpatioTemporal_Dynamics=Uncommon SpatioTemporal_Dynamics,2,2688,290,35,0.013020833333333334,0.1206896551724138,40,0.01488095238095238,0.875,0.10788690476190477,8.110344827586207,57.88275862068966,finite,0.011415373441043085
R00005,Geometric__x__Kinematic=Uncommon Kinematic,Geometric__x__Kinematic,Uncommon Kinematic,Acceleration__x__Indentation=Uncommon Acceleration;Geometric__x__SpatioTemporal_Dynamics=Uncommon SpatioTemporal_Dynamics,2,2688,309,42,0.015625,0.13592233009708737,48,0.017857142857142856,0.875,0.11495535714285714,7.611650485436893,53.89320388349515,finite,0.013572225765306123
R00006,Geometric__x__Kinematic=Uncommon Kinematic,Geometric__x__Kinematic,Uncommon Kinematic,Acceleration__x__Localization=Uncommon Acceleration;Geometric__x__Temporal=Uncommon Temporal,2,2688,309,47,0.017485119047619048,0.15210355987055016,54,0.020089285714285716,0.8703703703703703,0.11495535714285714,7.571377202445164,51.69348127600555,finite,0.015175748033588435
R00007,Geometric__x__Temporal=Uncommon Temporal,Geometric__x__Temporal,Uncommon Temporal,Displacement__x__Phase_Change=Uncommon Phase_Change;Geometric__x__Spatial_Context=Uncommon Spatial_Context,2,2688,319,40,0.01488095238095238,0.12539184952978055,47,0.017485119047619048,0.851063829787234,0.11867559523809523,7.171346628426599,42.436184505150024,finite,0.012805895470167233
