meta_pattern_id,contrast_group,contrast_group_label,selection_reason,node_id,feature,n_trajectories,mean_value,median_value,std_value,q25_value,q75_value,mean_robust_standardized_value,median_robust_standardized_value
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_0s,228,0.2631578947368421,0.0,1.1046364137797555,0.0,0.0,0.5793290279764328,0.0
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_iqr,228,0.0014294995996602196,0.00011981392124516015,0.0031621638074553282,7.158479438628762e-06,0.0008705459853637355,8.821940480477423,0.6534994231439469
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_kurt,228,9.342771095206844,3.6194223568725006,14.263405881783783,0.5726783146421276,12.490643706383205,0.11581444283571464,-0.22206878784598771
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_mad,228,0.0007436416960060116,4.261908257940268e-05,0.0016570366741108476,3.622282652255835e-06,0.00039410488226910445,10.28229744575936,0.4911036774999804
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_mean,228,7.949064555756612e-06,3.54390975373699e-08,5.7637340931431846e-05,-3.7393672000636983e-07,2.08979527533825e-06,5.363925564723599,0.11882192435029776
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_meanse,228,0.0002289906479118057,0.00012891003353096488,0.00026924064604217436,8.334845617230716e-07,0.0004379921652459028,1.1313532191342623,0.56735124485659
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_quant_05,228,-0.0033524160277227113,-0.0009199823521553944,0.0041278718519171115,-0.0072946356451418426,-9.62785830878163e-06,-1.8040775176965853,-0.45910051813910846
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_quant_10,228,-0.0024522463861509068,-0.0004605208952634386,0.00331289564414234,-0.00524933928397088,-7.078804399820982e-06,-3.1893243616290623,-0.566738612473322
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_quant_25,228,-0.0007381972470533053,-4.969825242192273e-05,0.0016540115208111866,-0.00043077402618911536,-3.3097647177446333e-06,-9.569700985693402,-0.5529192049014718
MP00001,covered,Target group,satisfies_required_uncommon_counts,Acceleration_Dynamics,acceleration_quant_75,228,0.0006913023526069146,3.3100043734363324e-05,0.0015607150780134829,3.6719954828841695e-06,0.00032671912064822047,10.045106645948392,0.3829790034123225
