rule_id,feature,feature_role,feature_nodes,n_counterexample_pairs,mean_positive_value,mean_counterexample_value,mean_raw_difference,mean_absolute_robust_standardized_difference
R00001,acceleration_quant_75,antecedent_and_target,Kinematic;Acceleration,30,4.503542114410637e-05,5.024635548994442e-05,-5.210934345838046e-06,0.8339734800863066
R00001,acceleration_mad,antecedent_and_target,Kinematic;Acceleration,30,4.4218847386035414e-05,4.7247502270458044e-05,-3.0286548844226e-06,0.7691731077063575
R00001,acceleration_iqr,antecedent_and_target,Kinematic;Acceleration,30,8.602933225269445e-05,8.810413965454696e-05,-2.0748074018525006e-06,0.7559393996455098
R00001,distance_geometry_4_4,antecedent,Geometric,30,0.028247344942194903,0.015187068629541332,0.013060276312653569,0.7514105279173466
R00001,distance_geometry_5_4,antecedent,Geometric,30,0.1681437366936405,0.28175050759858616,-0.11360677090494573,0.7494534582788474
R00001,speed_mad,antecedent,Kinematic,30,0.7620773241762006,0.9192694329566805,-0.1571921087804797,0.6920705259438872
R00001,distance_geometry_5_1,antecedent,Geometric,30,0.1394094426874994,0.2317255149043449,-0.09231607221684547,0.688500048930006
R00001,speed_quant_25,antecedent,Kinematic,30,0.7564089371686518,0.5697360568626882,0.18667288030596343,0.6851447556688898
R00001,speed_quant_10,antecedent,Kinematic,30,0.44968792054213147,0.3900399788390417,0.05964794170308982,0.6808407986397879
R00001,distance_geometry_4_3,antecedent,Geometric,30,0.1092444375735928,0.02160576234790231,0.0876386752256905,0.672675475235248
R00001,distance_geometry_4_2,antecedent,Geometric,30,0.12177251295340472,0.014843412799877716,0.10692910015352702,0.6724063298689609
R00001,acceleration_quant_10,antecedent_and_target,Kinematic;Acceleration,30,-9.923712532509388e-05,-0.00010293865937243215,3.701534047338296e-06,0.6511465494032629
R00001,speed_quant_05,antecedent,Kinematic,30,0.3066856427990217,0.32965218801842755,-0.022966545219405946,0.6451751735002159
R00001,acceleration_quant_25,antecedent_and_target,Kinematic;Acceleration,30,-4.0993911108588097e-05,-3.7857784164602556e-05,-3.136126943985538e-06,0.6366475082688434
R00001,acceleration_quant_90,antecedent_and_target,Kinematic;Acceleration,30,0.00010569499747772181,8.593254286206908e-05,1.97624546156527e-05,0.631254502506924
R00001,speed_quant_median,antecedent,Kinematic,30,1.408326511681499,1.6184106983211628,-0.21008418663966355,0.6206056231027827
R00001,angles_quant_25,antecedent_and_target,Geometric;Indentation,30,10.491744305496468,6.542813591692766,3.948930713803705,0.5851612177700811
R00001,angles_range,antecedent_and_target,Geometric;Indentation,30,179.14941063479088,177.86869731843774,1.2807133163531195,0.5831397226077769
R00001,distance_geometry_2_2,antecedent,Geometric,30,0.040992238806797705,0.00464675256220426,0.036345486244593446,0.5753763857634984
R00001,angles_quant_95,antecedent_and_target,Geometric;Indentation,30,175.9911204821421,173.5471208428282,2.4439996393138275,0.5750218114594624
R00001,distance_geometry_4_1,antecedent,Geometric,30,0.08689374258758033,0.021362542634008122,0.06553119995357222,0.5647899975360411
R00001,speed_iqr,antecedent,Kinematic,30,1.6991539736785097,1.912936412671529,-0.21378243899301969,0.5619886391673582
R00001,angles_quant_min,antecedent_and_target,Geometric;Indentation,30,0.3104824790534728,0.6570906545545644,-0.3466081755010914,0.5555986938264261
R00001,angles_quant_max,antecedent_and_target,Geometric;Indentation,30,179.45989311384437,178.52578797299236,0.9341051408520258,0.5533687786545463
R00001,angles_mad,antecedent_and_target,Geometric;Indentation,30,39.77951670156628,35.27843833189422,4.501078369672056,0.532783782875638
R00001,distance_geometry_3_3,antecedent,Geometric,30,0.06633243272983894,0.037692795751420004,0.028639636978418932,0.5135297400645865
R00001,speed_quant_75,antecedent,Kinematic,30,2.4555629108471617,2.482672469534218,-0.027109558687056216,0.5127149251310315
R00001,distance_geometry_3_1,antecedent,Geometric,30,0.06583394008322688,0.0706367121242823,-0.0048027720410554215,0.5052777754372999
R00001,distance_geometry_5_5,antecedent,Geometric,30,0.09318700236754153,0.1310579779862904,-0.03787097561874891,0.5016847453757438
R00001,distance_geometry_2_1,antecedent,Geometric,30,0.03577563880357569,0.004677945784662517,0.031097693018913176,0.47461865930918695
R00001,angles_quant_median,antecedent_and_target,Geometric;Indentation,30,43.334763442773905,38.83356130093366,4.501202141840271,0.4683967011773537
R00001,angles_vcoef,antecedent_and_target,Geometric;Indentation,30,0.9272244509178748,0.9516325574152701,-0.024408106497395454,0.44533296221393365
R00001,sampling_gap_iqr_seconds,antecedent,Sampling_Gaps,30,5.666667372376347e-07,1.0000003385357559e-06,-4.333336012981211e-07,0.4333334545992525
R00001,angles_mean,antecedent_and_target,Geometric;Indentation,30,72.2815545667137,70.84301015645869,1.4385444102549718,0.42059344197687876
R00001,angles_quant_75,antecedent_and_target,Geometric;Indentation,30,145.17337991995547,139.83806105956685,5.335318860388593,0.411554263542777
R00001,angles_skew,antecedent_and_target,Geometric;Indentation,30,0.43420085991545515,0.41820490316822023,0.01599595674723499,0.3918811492271299
R00001,angles_quant_10,antecedent_and_target,Geometric;Indentation,30,3.142980265472685,3.9200881607465923,-0.7771078952739078,0.3745870699172368
R00001,distance_geometry_5_3,antecedent,Geometric,30,0.13360870435984504,0.14191095683358668,-0.008302252473741601,0.372538864925052
R00001,distance_geometry_5_2,antecedent,Geometric,30,0.18876413980175916,0.16871894051283057,0.02004519928892856,0.36485371473337985
R00001,angles_kurt,antecedent_and_target,Geometric;Indentation,30,-1.4701783631169538,-1.5291150448302548,0.05893668171330067,0.3642287200629561
R00001,distance_geometry_1_1,antecedent,Geometric,30,0.0018747894979393733,0.0019153052102495037,-4.0515712310129996e-05,0.3514625781581493
R00001,angles_iqr,antecedent_and_target,Geometric;Indentation,30,134.68163561445897,133.2952474678741,1.3863881465848749,0.34180793693941636
R00001,angles_quant_90,antecedent_and_target,Geometric;Indentation,30,171.12177734673315,172.33439815579274,-1.212620809059599,0.3316161444749481
R00001,angles_sd,antecedent_and_target,Geometric;Indentation,30,66.83511601074966,67.41651493018679,-0.5813989194371186,0.3149912475859117
R00001,angles_meanse,antecedent_and_target,Geometric;Indentation,30,9.095107284780836,9.174225656426751,-0.07911837164591322,0.3149912475859108
R00001,angles_quant_05,antecedent_and_target,Geometric;Indentation,30,1.4488179847970153,1.5441155729390834,-0.09529758814206771,0.2743563390302045
R00001,acceleration_0s,antecedent_and_target,Kinematic;Acceleration,30,0.0,0.0,0.0,0.0
R00001,angles_0s,antecedent_and_target,Geometric;Indentation,30,0.0,0.0,0.0,0.0
R00001,speed_0s,antecedent,Kinematic,30,0.0,0.0,0.0,0.0
R00002,acceleration_mean_first_half,antecedent,Phase_Change,58,-0.0009729233787972173,-4.232460808007012e-05,-0.0009305987707171473,322.6195437460931
R00002,acceleration_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,58,0.002819410011935188,0.0001445652614195776,0.00267484475051561,185.11022033199805
R00002,acceleration_mean_half_diff,antecedent,Phase_Change,58,0.0009735540781906743,4.9668689980115394e-05,0.000923885388210559,135.69836788753165
R00002,acceleration_mean_second_half,antecedent,Phase_Change,58,6.306993934569588e-07,7.344081900045274e-06,-6.713382506588315e-06,2.2944699228244754
R00002,bbox_area_km2,antecedent,Spatial_Context,58,150870.95878751107,100624.32950795234,50246.62927955876,1.3591287620112282
R00002,speed_mean_second_half,antecedent,Phase_Change,58,2.247594722513125,1.827465844922755,0.4201288775903702,1.0156879877746887
R00002,speed_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,58,0.5764838793518464,0.5234433155540033,0.05304056379784315,1.01325857876487
R00002,bbox_lon_span_deg,antecedent,Spatial_Context,58,11.111746709501976,8.96054650563805,2.151200203863926,0.9445544926682782
R00002,max_distance_to_centroid_m,antecedent_and_target,Localization;Spatial_Context,58,326840.98354195035,232903.85331049966,93937.13023145069,0.9433329150317438
R00002,bbox_width_m,antecedent,Spatial_Context,58,361780.70790601947,292172.43367174437,69608.27423427516,0.9356355943295009
R00002,speed_mean_half_diff,antecedent,Phase_Change,58,0.29851013409890104,-0.4886871284962126,0.7871972625951136,0.9061613413093292
R00002,bbox_diagonal_m,antecedent,Spatial_Context,58,477674.3842432277,430660.69021169713,47013.69403153059,0.8860997700195667
R00002,angle_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,58,-1.5366343006579894,-14.212922679753115,12.676288379095128,0.7658999018068412
R00002,radius_of_gyration_m,antecedent_and_target,Localization;Spatial_Context,58,79727.1943563922,70948.60308867734,8778.591267714868,0.7619109531594934
R00002,bbox_height_m,antecedent,Spatial_Context,58,305254.4200577633,319897.36071359745,-14642.940655834165,0.7527184175086856
R00002,bbox_lat_span_deg,antecedent,Spatial_Context,58,2.7452189526013853,2.8769060816611614,-0.1316871290597762,0.7527184175086837
R00002,directness_ratio,antecedent,Spatial_Context,58,0.0036512298358748136,0.001107054992764722,0.0025441748431100906,0.7261788988138681
R00002,relative_transition_entropy_3x3,antecedent,SpatioTemporal_Dynamics,58,2.889634844104224,2.9817938613564396,-0.0921590172522161,0.7192375737448993
R00002,net_displacement_m,antecedent,Spatial_Context,58,7181.645093254748,2827.0929418986448,4354.5521513561025,0.6841168530152646
R00002,relative_grid_entropy_3x3,antecedent,SpatioTemporal_Dynamics,58,1.7034269420400316,1.7986385570392072,-0.09521161499917594,0.6728486017603642
R00002,path_length_m,antecedent,Spatial_Context,58,2391223.367617415,2455659.4925284204,-64436.12491100583,0.654373878693094
R00002,speed_mean_first_half,antecedent,Phase_Change,58,1.9490845884142245,2.3161529734189674,-0.3670683850047434,0.6310136505591543
R00002,mean_distance_to_centroid_m,antecedent_and_target,Localization;Spatial_Context,58,51675.33516173338,49988.58482786904,1686.7503338643544,0.6157499202455577
R00002,median_distance_to_centroid_m,antecedent_and_target,Localization;Spatial_Context,58,32588.49164943043,31566.672796798583,1021.8188526318538,0.5061164951622069
R00002,relative_grid_revisit_ratio_3x3,antecedent,SpatioTemporal_Dynamics,58,0.8854679802955666,0.8660714285714285,0.019396551724137914,0.5000000000000003
R00002,relative_grid_unique_cells_3x3,antecedent,SpatioTemporal_Dynamics,58,6.413793103448276,7.5,-1.0862068965517242,0.5
R00003,acceleration_mean_first_half,antecedent,Phase_Change,56,-0.001190170215872761,-2.7060515217223387e-06,-0.0011874641643510387,382.96804955775605
R00003,acceleration_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,56,0.0034603750701731445,2.2342745638526902e-05,0.003438032324534618,220.5479312459256
R00003,acceleration_mean_half_diff,antecedent,Phase_Change,56,0.0011973174743292582,9.807427505518142e-06,0.0011875100468237401,161.42008735126635
R00003,acceleration_mean_second_half,antecedent,Phase_Change,56,7.147258456497248e-06,7.1013759837958045e-06,4.5882472701444234e-08,2.8839138254676935
R00003,distance_geometry_4_4,antecedent,Geometric,56,0.046293246144382405,0.05572673901736934,-0.009433492872986933,1.9141394428429204
R00003,speed_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,56,0.7573671222387622,0.9097944953223956,-0.15242737308363338,1.5724910710433717
R00003,max_distance_to_centroid_m,antecedent_and_target,Localization,56,458452.99108903063,310810.3772171439,147642.6138718867,1.3464036978729073
R00003,speed_mean_half_diff,antecedent,Phase_Change,56,0.08901439429724523,-0.3482628462446522,0.4372772405418974,1.1955955141275763
R00003,distance_geometry_3_1,antecedent,Geometric,56,0.07071001387290608,0.1208986317016787,-0.05018861782877262,1.1125778978619716
R00003,speed_mean_first_half,antecedent,Phase_Change,56,2.3652541979636337,2.6517252875836053,-0.28647108961997086,1.0613171786387272
R00003,radius_of_gyration_m,antecedent_and_target,Localization,56,100120.74893040097,89451.36173984551,10669.387190555457,1.0188748550387234
R00003,speed_mean_second_half,antecedent,Phase_Change,56,2.45426859226088,2.303462441338953,0.15080615092192645,0.994547302169303
R00003,angles_sd,antecedent,Geometric,56,65.8150830636632,71.99526216035534,-6.180179096692137,0.964616139011501
R00003,angles_meanse,antecedent,Geometric,56,8.956298382492546,9.797314232820904,-0.8410158503283557,0.9646161390114985
R00003,angles_iqr,antecedent,Geometric,56,128.6718096029672,151.9386503555188,-23.26684075255159,0.9318044984971795
R00003,angles_quant_75,antecedent,Geometric,56,140.45950258749482,159.1832549761223,-18.723752388627467,0.8813540339803764
R00003,angle_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,56,-5.533107580014142,-3.855600508996401,-1.6775070710177418,0.824329661015558
R00003,angles_kurt,antecedent,Geometric,56,-1.4723058120627577,-1.6552842382538346,0.18297842619107693,0.807353190775587
R00003,relative_transition_entropy_3x3,antecedent,SpatioTemporal_Dynamics,56,2.7237581452404314,2.9916842759143196,-0.2679261306738872,0.7710058881211126
R00003,median_distance_to_centroid_m,antecedent_and_target,Localization,56,36486.20246634868,39539.78156443045,-3053.5790980817724,0.7511778680303169
R00003,relative_grid_entropy_3x3,antecedent,SpatioTemporal_Dynamics,56,1.6094443888832972,1.7928510137219362,-0.18340662483863895,0.748154286284607
R00003,angles_quant_90,antecedent,Geometric,56,168.7463788020654,174.24631563953113,-5.499936837465766,0.7455214799334932
R00003,distance_geometry_5_2,antecedent,Geometric,56,0.21087286391332902,0.29130606201348586,-0.08043319810015682,0.7414604257225142
R00003,mean_distance_to_centroid_m,antecedent_and_target,Localization,56,60562.83596707216,61710.53753244983,-1147.7015653776741,0.73314504854815
R00003,angles_quant_25,antecedent,Geometric,56,11.787692984527656,7.244604620603523,4.543088363924133,0.6950744759967792
R00003,distance_geometry_4_3,antecedent,Geometric,56,0.11763960708727117,0.14340625743248797,-0.02576665034521682,0.6876381741558873
R00003,angles_quant_min,antecedent,Geometric,56,0.6102510538318924,0.4345856443913422,0.17566540944055017,0.6510591136748125
R00003,angles_quant_10,antecedent,Geometric,56,3.7866086334481466,2.04232630779357,1.7442823256545767,0.6366211496387045
R00003,angles_skew,antecedent,Geometric,56,0.4114679228955906,0.3453664686022973,0.06610145429329327,0.6302276084521272
R00003,angles_quant_95,antecedent,Geometric,56,174.6421549315826,177.06070371048898,-2.4185487789063935,0.6175066509438538
R00003,angles_mean,antecedent,Geometric,56,72.43310261021779,75.0075885624848,-2.574485952266997,0.5950495379368749
R00003,angles_mad,antecedent,Geometric,56,40.28761926737939,33.9032121805281,6.38440708685129,0.5847713152864146
R00003,relative_grid_revisit_ratio_3x3,antecedent,SpatioTemporal_Dynamics,56,0.8896683673469388,0.8839285714285714,0.0057397959183673386,0.583333333333334
R00003,relative_grid_unique_cells_3x3,antecedent,SpatioTemporal_Dynamics,56,6.178571428571429,6.5,-0.32142857142857145,0.5833333333333334
R00003,angles_quant_median,antecedent,Geometric,56,44.574910650152205,34.99470990224311,9.580200747909092,0.5777384730013362
R00003,angles_vcoef,antecedent,Geometric,56,0.9103974375519627,0.9613322313390109,-0.05093479378704825,0.5738029053696145
R00003,distance_geometry_3_2,antecedent,Geometric,56,0.13835126605379064,0.0944132880046333,0.043937978049157334,0.5638257285304736
R00003,distance_geometry_4_2,antecedent,Geometric,56,0.1432740281782945,0.10459263650776476,0.03868139167052974,0.5504078924284161
R00003,distance_geometry_5_5,antecedent,Geometric,56,0.12069623909368314,0.08772868017891733,0.03296755891476582,0.5461183163002065
R00003,distance_geometry_5_3,antecedent,Geometric,56,0.18082529697279817,0.10793943869595858,0.0728858582768396,0.5399907495460131
R00003,distance_geometry_4_1,antecedent,Geometric,56,0.0928053135817118,0.05730558414192255,0.03549972943978925,0.5298426214802018
R00003,angles_range,antecedent,Geometric,56,178.46551838561248,178.7793707816358,-0.31385239602334486,0.5287881628108908
R00003,angles_quant_05,antecedent,Geometric,56,1.9577364866150617,1.4712130097048093,0.4865234769102524,0.5061574976079646
R00003,angles_quant_max,antecedent,Geometric,56,179.0757694394444,179.21395642602718,-0.13818698658280124,0.4864271296194063
R00003,distance_geometry_5_1,antecedent,Geometric,56,0.1271329029109424,0.16172879195630638,-0.03459588904536398,0.4652321227933677
R00003,distance_geometry_2_2,antecedent,Geometric,56,0.02984676273593783,0.016372448449687292,0.013474314286250538,0.4230858125637936
R00003,distance_geometry_5_4,antecedent,Geometric,56,0.17424078167694732,0.15254016706794818,0.021700614608999164,0.40913371839229906
R00003,distance_geometry_1_1,antecedent,Geometric,56,0.0026029238608629704,0.001686161909502724,0.0009167619513602459,0.381734255556683
R00003,distance_geometry_3_3,antecedent,Geometric,56,0.04913346278922682,0.03411642814453759,0.015017034644689231,0.33635444944957393
R00003,distance_geometry_2_1,antecedent,Geometric,56,0.023831176114640615,0.016416890338577624,0.007414285776062994,0.3240321906949933
R00003,angles_0s,antecedent,Geometric,56,0.0,0.0,0.0,0.0
R00004,bbox_area_km2,antecedent,Extent,56,7238389.086148593,84874.34297996284,7153514.743168631,74.64414517266731
R00004,speed_meanse,antecedent,Speed,56,3.711653794341014,0.29907117945467665,3.4125826148863374,17.590687858794343
R00004,speed_sd,antecedent,Speed,56,27.52636125421471,2.217971228605689,25.30839002560902,17.590687858794343
R00004,speed_quant_max,antecedent,Speed,56,151.74676202825756,13.418003107658194,138.32875892059937,15.467272606500456
R00004,speed_range,antecedent,Speed,56,151.60820438700128,13.350506154116077,138.2576982328852,15.432203132687713
R00004,max_distance_to_centroid_m,target,Localization,56,3142321.0837017493,278805.00417003024,2863516.0795317194,13.070159985099776
R00004,sampling_gap_mean_seconds,antecedent_and_target,Sampling_Gaps,56,20923.82922077922,20591.69090909091,332.13831168831246,12.03540669856345
R00004,speed_quant_95,antecedent,Speed,56,45.23116198626456,5.265223303528826,39.96593868273573,11.764513295900185
R00004,radius_of_gyration_m,target,Localization,56,589521.6870248623,78522.72877907653,510998.9582457858,11.273830509806354
R00004,bbox_height_m,antecedent,Extent,56,2358400.715156601,235371.4012207235,2123029.3139358773,10.342638481846816
R00004,bbox_lat_span_deg,antecedent,Extent,56,21.20960718554517,2.116745865331623,19.092861320213547,10.342638481846778
R00004,bbox_diagonal_m,antecedent,Extent,56,3218164.5399487903,462379.2070774822,2755785.332871307,10.13196614211391
R00004,bbox_lon_span_deg,antecedent,Extent,56,70.22359164434434,11.677194452588097,58.54639719175626,9.73616710202154
R00004,mean_distance_to_centroid_m,target,Localization,56,251237.11874966597,54976.26858772825,196260.85016193773,7.298995091432487
R00004,speed_mean,antecedent,Speed,56,8.706343840375625,2.3500218832287194,6.356321957146908,6.759394789573527
R00004,median_distance_to_centroid_m,target,Localization,56,129703.59734487292,34338.81204638292,95364.78529849,5.752490733108992
R00004,bbox_width_m,antecedent,Extent,56,1438309.1149124685,379942.47509719676,1058366.6398152716,5.656677780862116
R00004,speed_vcoef,antecedent,Speed,56,2.07353897794941,0.9356536141730467,1.137885363776363,2.5606482050954082
R00004,speed_quant_90,antecedent,Speed,56,7.322365590767183,4.450111283885414,2.8722543068817687,2.2893680225960447
R00004,sampling_gap_sd_seconds,antecedent_and_target,Sampling_Gaps,56,3.8354834097960486e-07,2.8747936169533463e-07,9.606897928427023e-08,1.438215360336406
R00004,sampling_gap_cv,antecedent_and_target,Sampling_Gaps,56,1.8354041235557386e-11,1.3960940490908373e-11,4.393100744649008e-12,1.4173228817551156
R00004,speed_quant_05,antecedent,Speed,56,0.2893328208625423,0.40653208561313864,-0.11719926475059636,1.4171333400158035
R00004,relative_transition_entropy_3x3,antecedent,Sequence_Complexity,56,1.8027005382064007,3.4242006518305113,-1.6215001136241103,1.367093842987218
R00004,relative_grid_entropy_3x3,antecedent,Sequence_Complexity,56,1.0696072418056666,2.0226080797226897,-0.9530008379170231,1.3387273103428299
R00004,speed_quant_10,antecedent,Speed,56,0.425855201715819,0.5510536825856671,-0.12519848086984817,1.227504989621578
R00004,speed_mad,antecedent,Speed,56,0.8426038645863099,1.0098200792491039,-0.16721621466279388,1.1177284627361763
R00004,speed_quant_median,antecedent,Speed,56,1.4219031457446012,1.7912020819168926,-0.3692989361722915,1.043288298795193
R00004,speed_iqr,antecedent,Speed,56,2.1163683770328534,2.2261934902202927,-0.10982511318743904,1.037219908954774
R00004,speed_quant_75,antecedent,Speed,56,2.839604500306321,3.2145176724092397,-0.37491317210291814,1.0027084113582336
R00004,speed_quant_25,antecedent,Speed,56,0.7232361232734672,0.9883241821889465,-0.26508805891547915,0.9817435024586464
R00004,speed_quant_min,antecedent,Speed,56,0.1385576412563041,0.06749695354211759,0.07106068771418653,0.9533059150432205
R00004,speed_kurt,antecedent,Speed,56,11.903780467716931,9.31796042354121,2.585820044175723,0.9480201106619639
R00004,relative_grid_revisit_ratio_3x3,antecedent,Sequence_Complexity,56,0.920918367346939,0.8750000000000002,0.045918367346938736,0.9404761904761912
R00004,relative_grid_unique_cells_3x3,antecedent,Sequence_Complexity,56,4.428571428571429,7.0,-2.5714285714285716,0.9404761904761906
R00004,speed_skew,antecedent,Speed,56,3.2475811096023013,2.5383806593293023,0.7092004502729987,0.8150127492672323
R00004,sampling_gap_iqr_seconds,antecedent_and_target,Sampling_Gaps,56,5.357142072170973e-07,0.0,5.357142072170973e-07,0.5357140258587446
R00004,speed_0s,antecedent,Speed,56,0.0,0.0,0.0,0.0
R00005,acceleration_mean_first_half,antecedent,Phase_Change,50,-0.0023713934545136605,2.8836768948601834e-06,-0.002374277131408521,739.8172884037173
R00005,acceleration_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,50,0.006864896867614931,-3.9366707426127227e-07,0.006865290534689193,424.0318466674281
R00005,acceleration_mean_half_diff,antecedent,Phase_Change,50,0.00237286407534829,-3.01536840385639e-06,0.0023758794437521457,310.8446926606752
R00005,distance_geometry_4_4,antecedent,Geometric,50,0.051796074183787545,0.007940017122813772,0.04385605706097376,1.3892128002746125
R00005,distance_geometry_2_2,antecedent,Geometric,50,0.02838453660427568,0.11744473469313085,-0.08906019808885518,1.3773955260089779
R00005,speed_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,50,0.11528323349352444,-0.5592903366688151,0.6745735701623394,1.3465876988313366
R00005,angles_mad,antecedent,Geometric,50,39.82740005779066,61.19875923010622,-21.371359172315543,1.310410519293763
R00005,angles_quant_median,antecedent,Geometric,50,43.45302167846723,66.76310554352737,-23.310083865060147,1.1370821817881953
R00005,acceleration_mean_second_half,antecedent,Phase_Change,50,1.4706208346285007e-06,-1.3169150899620686e-07,1.6023123436247074e-06,1.1258289518011813
R00005,speed_mean_second_half,antecedent,Phase_Change,50,1.8225196983318137,1.6548318766425059,0.1676878216893076,1.0657732117573477
R00005,angles_quant_95,antecedent,Geometric,50,174.4927899584132,174.08771396845316,0.40507598996005073,1.06470424327106
R00005,angles_skew,antecedent,Geometric,50,0.42066272993525006,0.214608147555471,0.20605458237977903,1.0057713231328504
R00005,speed_mean_half_diff,antecedent,Phase_Change,50,-0.0952654938327009,-0.3428262788254195,0.2475607849927186,0.936101199250831
R00005,distance_geometry_2_1,antecedent,Geometric,50,0.022360202323989133,0.07929821895866873,-0.05693801663467962,0.8831990559118555
R00005,angles_mean,antecedent,Geometric,50,72.51455457640735,78.4859821456839,-5.971427569276549,0.8747764548173173
R00005,relative_transition_entropy_3x3,antecedent,SpatioTemporal_Dynamics,50,3.0411035554858836,3.716395064750204,-0.6752915092643197,0.8687206864414091
R00005,angles_kurt,antecedent,Geometric,50,-1.4846924573330431,-1.583263142359687,0.0985706850266439,0.8517192538291297
R00005,relative_grid_entropy_3x3,antecedent,SpatioTemporal_Dynamics,50,1.7884917478689253,2.298411092816801,-0.5099193449478758,0.8485572121236155
R00005,angle_progress_slope,antecedent_and_target,SpatioTemporal_Dynamics;Path_Evolution,50,-4.815367480675544,7.730446666019925,-12.545814146695468,0.828800415504067
R00005,distance_geometry_4_3,antecedent,Geometric,50,0.10735974609271288,0.17487776545979639,-0.06751801936708351,0.8044339357232105
R00005,relative_grid_revisit_ratio_3x3,antecedent,SpatioTemporal_Dynamics,50,0.88,0.8392857142857143,0.04071428571428571,0.7600000000000012
R00005,relative_grid_unique_cells_3x3,antecedent,SpatioTemporal_Dynamics,50,6.72,9.0,-2.28,0.76
