trajectory_id,object_id,geometric,kinematic,curvature,indentation,speed,acceleration
622,273,0.7647,0.8847,0.8413,0.4943,0.7974,0.9476
623,273,0.6719,0.4457,0.7884,0.418,0.4857,0.0451
624,273,0.1477,0.2961,0.0748,0.2971,0.3276,0.2467
625,273,0.2004,0.0499,0.3016,0.1814,0.0648,0.0102
626,273,0.239,0.099,0.2918,0.2661,0.0956,0.0895
627,273,0.5612,0.0685,0.7158,0.2902,0.0489,0.3108
628,273,0.1351,0.0171,0.0574,0.35,0.006,0.0662
629,273,0.4529,0.1949,0.0582,0.7876,0.1822,0.3523
630,273,0.6355,0.1071,0.1716,0.8345,0.1114,0.0786
631,273,0.1596,0.2366,0.1587,0.2842,0.2974,0.1674
632,273,1.0,0.4561,0.1368,1.0,0.57,0.0968
633,274,0.98,0.7798,0.9924,0.0695,0.7816,0.7686
634,274,0.9755,0.8966,0.9667,0.7181,0.9006,0.7482
635,274,0.7691,0.1927,0.9358,0.1194,0.2756,0.0473
636,274,0.8478,0.0357,0.9403,0.1081,0.0429,0.0662
637,274,0.0928,0.8423,0.0983,0.2109,0.7839,0.936
638,274,0.2398,0.1927,0.0794,0.5019,0.198,0.1536
639,274,0.317,0.8988,0.2056,0.3711,0.8343,0.9636
640,274,0.1076,0.0379,0.1519,0.1149,0.0392,0.1012
641,274,0.9985,0.0759,0.9947,0.9735,0.0776,0.0837
642,275,0.0802,0.59,0.1345,0.1088,0.6182,0.3792
643,275,0.0364,0.1815,0.0438,0.0824,0.1822,0.1376
644,275,0.1834,0.221,0.1345,0.4006,0.2922,0.1077
645,275,0.5115,0.157,0.0862,0.7695,0.1619,0.1164
646,275,0.2524,0.5171,0.1134,0.4732,0.5776,0.0189
647,275,0.1084,0.2619,0.0476,0.2555,0.3178,0.1397
648,275,0.3541,0.1146,0.0151,0.5964,0.1054,0.1128
649,275,0.9852,0.6644,0.9917,0.5488,0.5602,0.8675
650,275,0.1054,0.3125,0.1784,0.0771,0.3494,0.2525
651,275,0.2777,0.0714,0.223,0.387,0.1197,0.0226
652,275,0.0586,0.154,0.1172,0.0574,0.1642,0.1019
653,275,0.4024,0.2411,0.2971,0.52,0.2229,0.5459
654,275,1.0,0.2054,1.0,0.9486,0.2282,0.0721
655,276,0.1277,0.1391,0.1761,0.1527,0.1423,0.1295
656,276,0.072,0.0305,0.0869,0.1534,0.0271,0.0728
657,276,0.173,0.0714,0.0302,0.4346,0.0738,0.0604
658,276,0.0401,0.1525,0.0884,0.0627,0.1611,0.0808
659,276,0.4536,0.1823,0.0416,0.7838,0.1928,0.1514
660,276,0.1225,0.151,0.0559,0.288,0.1521,0.1834
661,276,0.6333,0.6853,0.328,0.6848,0.6988,0.7162
662,276,0.4439,0.1094,0.7022,0.1444,0.1137,0.0852
663,276,0.0921,0.2374,0.0794,0.1693,0.2696,0.2031
664,276,0.294,0.1629,0.093,0.5246,0.1717,0.1339
665,276,0.248,0.0506,0.0438,0.6243,0.055,0.0429
666,276,0.0193,0.3393,0.0076,0.0658,0.4864,0.0837
667,276,0.1648,0.1674,0.1436,0.2169,0.1755,0.1194
668,277,0.0705,0.1585,0.0711,0.1005,0.1875,0.0488
669,277,0.8174,0.7307,0.932,0.0454,0.7334,0.7183
670,277,0.5345,0.1808,0.8073,0.1905,0.0873,0.7467
671,277,0.2146,0.6562,0.1043,0.3409,0.4593,0.9003
672,277,0.2071,0.1317,0.13,0.418,0.1476,0.0706
673,277,0.784,0.7299,0.8579,0.424,0.7417,0.6892
674,277,0.216,0.1347,0.1429,0.3258,0.1468,0.059
675,277,0.02,0.1332,0.0476,0.0529,0.1498,0.0895
676,277,0.0,0.099,0.0227,0.0355,0.1017,0.0815
677,277,0.0497,0.276,0.0658,0.0998,0.3471,0.1477
678,277,0.15,0.5379,0.1451,0.1912,0.4465,0.7875
679,277,0.1514,0.1696,0.0272,0.4172,0.2123,0.1317
680,277,0.0883,0.0967,0.0869,0.1436,0.1069,0.0742
681,278,0.1841,0.0729,0.3923,0.0642,0.0565,0.2598
682,278,0.4165,0.5677,0.3583,0.4104,0.5986,0.0786
683,278,0.0787,0.1637,0.1293,0.0688,0.1672,0.1521
684,278,0.2309,0.0699,0.3039,0.1686,0.0919,0.0153
685,278,0.4269,0.1592,0.0711,0.7763,0.1717,0.0873
686,278,0.1062,0.6057,0.1799,0.0348,0.6468,0.238
687,278,0.0178,0.1548,0.0159,0.093,0.131,0.3311
688,278,0.239,0.1198,0.0612,0.3923,0.1212,0.1026
689,278,0.9785,0.0945,1.0,0.0317,0.0889,0.0808
690,278,0.0609,0.1317,0.0476,0.1474,0.1303,0.1004
691,278,0.8337,0.0729,0.7188,0.7793,0.0776,0.0335
692,278,0.8367,0.7842,0.9365,0.0113,0.7989,0.7351
693,278,0.0757,0.0379,0.223,0.0355,0.0256,0.2598
694,278,0.0304,0.8326,0.0726,0.0091,0.8253,0.7162
695,278,0.9985,0.1131,1.0,0.7324,0.0587,0.679
696,278,0.0579,0.1265,0.0506,0.1028,0.1378,0.1063
697,278,0.0594,0.032,0.068,0.1474,0.0422,0.0197
698,278,0.1463,0.0781,0.0688,0.3613,0.0738,0.0422
699,278,0.0891,0.2195,0.1005,0.1383,0.244,0.1405
700,278,0.0475,0.2612,0.0446,0.0884,0.2824,0.2198
701,278,0.0794,0.0923,0.0491,0.1368,0.1694,0.0852
702,278,0.0416,0.1689,0.0446,0.0922,0.1694,0.1492
703,278,0.15,0.2113,0.059,0.421,0.3155,0.0109
704,278,0.4195,0.1391,0.5608,0.2706,0.1498,0.0983
705,278,0.3519,0.3021,0.7173,0.0212,0.3833,0.0022
706,278,0.0624,0.1153,0.0665,0.1285,0.1288,0.0735
707,278,0.8745,0.7202,0.9811,0.1081,0.7297,0.6055
708,278,0.8471,0.0915,0.0794,0.9584,0.1084,0.0342
709,278,0.0527,0.0751,0.1224,0.0537,0.0821,0.0873
710,278,0.1099,0.1287,0.0665,0.2048,0.1431,0.0837
711,278,0.0609,0.2396,0.0673,0.1224,0.2651,0.0983
712,278,0.2339,0.1109,0.5253,0.0537,0.1212,0.0757
713,278,0.0445,0.1481,0.0945,0.0408,0.1657,0.2001
714,278,0.0943,0.1443,0.0937,0.1345,0.1581,0.0961
715,278,0.4343,0.1548,0.093,0.6054,0.1724,0.0997
716,278,0.075,0.1228,0.1345,0.1081,0.1295,0.2555
717,278,0.0349,0.2061,0.0741,0.0469,0.2154,0.1732
718,278,0.2955,0.0774,0.198,0.3515,0.0941,0.032
719,278,1.0,0.0729,1.0,0.9985,0.064,0.1121
720,283,0.7751,0.9955,0.935,0.4142,0.9849,0.9978
721,283,0.0208,0.122,0.0469,0.0227,0.113,0.1274
722,283,0.7179,0.0379,0.941,0.2404,0.0459,0.0255
723,283,0.1143,0.1734,0.2237,0.0877,0.186,0.1186
724,283,0.2487,0.0871,0.4921,0.1474,0.0934,0.0917
725,283,0.879,0.0573,0.9947,0.0748,0.0648,0.0808
726,283,0.337,0.875,0.2177,0.4649,0.8712,0.9098
727,283,0.1566,0.2254,0.2237,0.1413,0.2455,0.107
728,283,0.6169,0.0885,0.1088,0.8949,0.0851,0.1077
729,283,0.1151,0.3832,0.1058,0.1451,0.4797,0.0167
730,283,0.1767,0.0982,0.4505,0.0567,0.0889,0.2227
731,283,0.1529,0.1332,0.0869,0.2487,0.1453,0.0837
732,283,0.2012,0.8177,0.2071,0.1814,0.7801,0.9629
733,283,0.2235,0.1019,0.4059,0.1444,0.113,0.337
734,283,0.1106,0.1034,0.1958,0.0718,0.0986,0.0917
735,283,0.1002,0.1875,0.0801,0.1912,0.1958,0.1412
736,283,0.3526,0.9159,0.1036,0.5268,0.9089,0.7911
737,283,0.1507,0.093,0.1859,0.1776,0.0904,0.0582
738,283,0.7194,0.7597,0.2986,0.8284,0.7063,0.9469
739,283,0.0638,0.7046,0.164,0.0106,0.7726,0.0066
740,283,0.0349,0.1124,0.0794,0.0181,0.1145,0.0531
741,283,0.1811,0.8311,0.1096,0.3167,0.8389,0.7038
742,301,0.2947,0.2135,0.0401,0.7181,0.2372,0.2067
743,301,0.196,0.2857,0.0385,0.4936,0.3675,0.1317
744,301,0.1485,0.2143,0.0416,0.4029,0.3178,0.0058
745,301,0.1151,0.0052,0.1361,0.133,0.012,0.0444
746,301,0.1901,0.0685,0.0892,0.5072,0.0685,0.0866
747,301,0.0883,0.0818,0.1527,0.0907,0.1777,0.0415
748,301,0.6711,0.7865,0.2116,0.8314,0.8547,0.064
749,301,0.2977,0.09,0.0469,0.6485,0.0949,0.1143
750,301,0.2368,0.7582,0.0915,0.483,0.7696,0.73
751,301,0.1262,0.0915,0.093,0.22,0.0934,0.0728
752,301,0.5627,0.9554,0.8246,0.031,0.9639,0.6397
753,301,0.1076,0.5201,0.1232,0.127,0.5685,0.083
754,301,0.3452,0.0283,0.4936,0.2865,0.0316,0.0233
755,301,0.2532,0.0394,0.4679,0.1852,0.0422,0.0619
756,301,0.5479,0.0595,0.7831,0.2154,0.0753,0.1448
757,301,0.0497,0.1741,0.0537,0.1731,0.192,0.1492
758,301,0.1656,0.0126,0.3296,0.096,0.009,0.0881
759,301,0.2331,0.2001,0.2441,0.263,0.2169,0.1223
760,301,0.4209,0.2068,0.1247,0.6856,0.3351,0.0437
761,301,0.3304,0.3021,0.0605,0.6636,0.3614,0.2475
762,301,0.0393,0.5253,0.0401,0.099,0.5873,0.0124
763,301,0.0371,0.1116,0.0854,0.0695,0.1092,0.0873
764,301,1.0,0.2135,1.0,0.9992,0.2733,0.1557
765,318,0.7082,0.5506,0.9055,0.062,0.5889,0.0335
766,318,0.1373,0.1124,0.1444,0.1973,0.1273,0.0568
767,318,0.4358,0.1302,0.4006,0.4384,0.1348,0.1106
768,318,0.0846,0.2277,0.034,0.1965,0.2455,0.1252
769,318,0.1544,0.0439,0.4036,0.0469,0.0399,0.1259
770,318,0.0535,0.1451,0.0522,0.0915,0.1514,0.1237
771,318,0.046,0.1443,0.1247,0.0272,0.1581,0.0859
772,318,0.0371,0.09,0.0907,0.028,0.1107,0.0051
773,318,0.9673,0.7173,0.9924,0.3749,0.741,0.2096
774,318,0.8248,0.0945,0.8156,0.6402,0.1167,0.0066
775,318,0.098,0.0766,0.0287,0.3137,0.0708,0.0983
776,318,0.9866,0.1421,0.9947,0.1361,0.1657,0.1157
777,318,0.5249,0.0923,0.5064,0.4974,0.0828,0.2649
778,318,0.1448,0.035,0.4399,0.0265,0.0941,0.0364
779,318,0.0913,0.2731,0.0476,0.1791,0.3682,0.1172
780,323,0.2695,0.1019,0.2033,0.4006,0.1047,0.0488
781,323,0.4254,0.0833,0.715,0.1247,0.1017,0.0204
782,323,0.9428,0.0499,0.4036,0.9494,0.0497,0.0815
783,323,0.4113,0.0699,0.65,0.2033,0.1175,0.0007
784,323,0.1923,0.3051,0.0234,0.4044,0.3366,0.1456
785,323,0.0913,0.1138,0.0824,0.2457,0.125,0.0444
786,323,0.3556,0.1391,0.2691,0.4119,0.1483,0.1252
787,323,0.049,0.1399,0.1126,0.0378,0.1506,0.0888
788,323,0.0757,0.1027,0.1361,0.0574,0.119,0.0473
789,323,0.5412,0.1347,0.4339,0.644,0.1431,0.1179
790,323,0.297,0.3743,0.0491,0.4943,0.2455,0.7525
791,323,0.052,0.3609,0.0197,0.1534,0.4654,0.1194
792,323,0.0475,0.3266,0.0023,0.1504,0.3509,0.4163
793,323,0.0646,0.1562,0.0907,0.1262,0.1521,0.1448
794,323,0.1225,0.1391,0.1293,0.1587,0.1461,0.1143
795,323,0.3066,0.1376,0.0423,0.6893,0.1258,0.1579
796,323,0.1789,0.1124,0.1345,0.3424,0.1431,0.0167
797,323,0.0705,0.1086,0.1217,0.0695,0.1596,0.024
798,323,0.637,0.1801,0.9101,0.0703,0.2018,0.0771
799,323,0.7639,0.1339,0.873,0.3243,0.1468,0.0568
800,323,0.1552,0.1064,0.1247,0.2676,0.0926,0.1368
801,323,0.3296,0.1644,0.3401,0.3144,0.1837,0.0677
802,323,0.5694,0.119,0.8231,0.1512,0.1325,0.064
803,323,0.2123,0.0766,0.0355,0.5042,0.0836,0.0961
804,323,0.0861,0.1027,0.2154,0.0408,0.1069,0.075
805,323,0.0817,0.2545,0.0695,0.1436,0.3697,0.0655
806,323,0.4046,0.1503,0.0476,0.7732,0.1521,0.1339
807,327,0.4662,0.0223,0.6349,0.3379,0.0339,0.0298
808,327,0.1002,0.1629,0.037,0.2804,0.1604,0.1703
809,327,0.0698,0.1429,0.0514,0.1572,0.1363,0.2031
810,327,0.0512,0.1109,0.0801,0.0529,0.1235,0.0655
811,327,0.1626,0.34,0.0416,0.353,0.4277,0.1579
812,327,0.2539,0.1198,0.065,0.4603,0.1092,0.1325
813,327,0.9874,0.1213,0.7218,0.9872,0.1325,0.0808
814,327,0.0356,0.1808,0.0605,0.0423,0.1928,0.1448
815,327,0.0572,0.1124,0.1096,0.0854,0.131,0.056
816,327,0.9807,0.9963,0.9909,0.322,0.9895,0.9985
817,327,0.0876,0.1562,0.1066,0.1474,0.1581,0.1281
818,327,0.6652,0.1458,0.3908,0.709,0.122,0.3828
819,327,0.291,0.1622,0.6077,0.0892,0.1747,0.1135
820,327,0.1707,0.215,0.319,0.0899,0.2312,0.1004
821,327,0.1492,0.1347,0.1353,0.2215,0.1521,0.059
822,327,0.1321,0.1548,0.1194,0.294,0.1627,0.131
823,327,0.9985,0.5499,0.9947,0.9909,0.378,0.861
824,333,0.0831,0.2046,0.0673,0.1323,0.2071,0.2256
825,333,0.1173,0.1823,0.0937,0.2245,0.1898,0.1448
826,333,0.0148,0.2024,0.0128,0.1028,0.2169,0.1769
827,333,0.1455,0.7173,0.1119,0.2449,0.7553,0.2293
828,333,0.1722,0.5454,0.2404,0.164,0.5911,0.3173
829,333,0.2027,0.1347,0.0892,0.4014,0.1295,0.1419
830,333,0.8203,0.1414,0.0937,0.9501,0.1446,0.1164
831,333,0.948,0.2686,0.9751,0.0892,0.1182,0.7962
832,333,0.0579,0.131,0.1542,0.0537,0.1461,0.0786
833,333,0.02,0.5655,0.0544,0.0544,0.5083,0.7649
834,333,0.8976,0.7738,0.9441,0.5019,0.7688,0.7868
835,333,0.1544,0.1376,0.2132,0.2184,0.1461,0.1055
836,333,0.0638,0.2113,0.1618,0.028,0.3087,0.0386
837,333,0.0572,0.3728,0.0756,0.0665,0.387,0.3996
838,333,0.2301,0.0104,0.1882,0.4104,0.0,0.1368
839,333,0.1923,0.1533,0.1013,0.4225,0.1747,0.0779
840,333,0.4172,0.1815,0.1013,0.6667,0.2011,0.115
841,333,0.1121,0.1771,0.0295,0.3364,0.1943,0.2453
842,333,0.147,0.1741,0.1036,0.2147,0.2048,0.1339
843,333,0.2168,0.215,0.1905,0.2933,0.2349,0.1412
844,333,0.8886,0.747,0.9811,0.5291,0.7492,0.6164
845,333,0.3111,0.192,0.288,0.3621,0.2026,0.1536
846,333,0.0876,0.0469,0.1814,0.0234,0.055,0.0961
847,333,0.1566,0.1525,0.1126,0.3485,0.1529,0.1623
848,333,0.2272,0.4152,0.1096,0.3862,0.4631,0.1594
849,333,0.4469,0.5052,0.2615,0.5873,0.3434,0.9461
850,333,0.2376,0.0513,0.2396,0.3371,0.0685,0.0124
851,333,0.487,0.3564,0.7377,0.1633,0.3908,0.2445
852,333,0.9369,0.2068,0.9788,0.0665,0.2718,0.0342
853,333,0.5353,0.7671,0.4271,0.6523,0.7786,0.687
854,333,0.1522,0.0298,0.2774,0.1345,0.0316,0.0262
855,333,0.0312,0.0967,0.0748,0.0265,0.116,0.0553
856,333,0.9889,0.9978,0.9924,0.1466,0.9925,0.9985
857,333,0.049,0.2106,0.0068,0.1655,0.2146,0.1492
858,333,0.1863,0.7388,0.4407,0.0333,0.741,0.7118
859,333,0.0082,0.1741,0.0257,0.0438,0.1777,0.1434
860,333,0.1143,0.1019,0.1073,0.1837,0.0994,0.0881
861,333,0.0505,0.1838,0.0983,0.034,0.2018,0.1405
862,333,0.1047,0.5543,0.2683,0.0302,0.6084,0.2431
863,333,0.0193,0.067,0.0348,0.0499,0.0617,0.0757
864,333,0.1811,0.1912,0.0658,0.3553,0.1739,0.4207
865,333,0.1648,0.1153,0.1262,0.3235,0.1054,0.1215
866,333,0.1581,0.1071,0.1602,0.1867,0.1295,0.0204
867,333,0.0505,0.0357,0.0219,0.1481,0.0203,0.1172
868,333,0.0431,0.4368,0.0741,0.0136,0.2839,0.762
869,333,0.0861,0.0707,0.0937,0.1565,0.0655,0.0866
870,333,0.4261,0.1198,0.0756,0.6334,0.1288,0.1033
871,333,0.1552,0.0625,0.0809,0.3175,0.0715,0.2176
872,333,0.1759,0.1674,0.0476,0.319,0.1762,0.1405
873,333,0.0386,0.4293,0.0295,0.0854,0.4752,0.3508
874,333,0.1173,0.151,0.1308,0.127,0.1521,0.1325
875,333,0.02,0.0833,0.059,0.0181,0.0813,0.0895
876,333,0.2138,0.1577,0.2714,0.2026,0.1596,0.2715
877,333,0.0341,0.1124,0.0605,0.0559,0.1325,0.0218
878,333,0.2108,0.0871,0.1859,0.2646,0.0806,0.0837
879,333,0.1485,0.0707,0.2396,0.1066,0.0745,0.2234
880,333,0.1759,0.1391,0.0952,0.4701,0.1611,0.0575
881,333,0.1834,0.0952,0.2184,0.1723,0.0919,0.0822
882,333,0.9391,0.1317,0.9985,0.1368,0.1461,0.0735
883,333,0.0965,0.1548,0.0975,0.2056,0.1566,0.131
884,333,0.0683,0.0253,0.1277,0.0839,0.0286,0.0364
885,333,0.9985,0.9219,0.9992,0.7498,0.9292,0.7584
886,333,0.3756,0.8147,0.7173,0.127,0.753,0.8806
887,333,0.4209,0.442,0.6788,0.1799,0.4096,0.6434
888,333,0.9814,0.2299,0.48,0.9932,0.2553,0.0975
889,333,0.9458,0.2046,0.9365,0.9131,0.2191,0.0968
890,333,0.32,0.7307,0.0847,0.6092,0.7447,0.6703
891,333,0.2108,0.0967,0.4966,0.0831,0.1167,0.0488
892,333,0.1329,0.8475,0.068,0.2389,0.8441,0.8079
893,333,0.9688,0.2879,0.941,0.9267,0.3291,0.1419
894,334,0.8805,0.0833,0.833,0.7732,0.058,0.2635
895,334,0.1373,0.689,0.0423,0.3628,0.6024,0.8836
896,334,0.8968,0.0067,0.9373,0.4255,0.0279,0.0575
897,334,0.0445,0.0394,0.0317,0.1451,0.0369,0.1354
898,334,0.2821,0.8467,0.0877,0.4392,0.8675,0.329
899,334,0.801,0.8981,0.9169,0.198,0.8735,0.909
900,334,0.3244,0.1763,0.1028,0.5427,0.1935,0.107
901,334,0.049,0.558,0.0824,0.0151,0.4556,0.8108
902,334,0.6392,0.1019,0.0741,0.8942,0.0896,0.1608
903,334,0.9978,0.6168,1.0,0.2789,0.6288,0.4774
904,334,0.2918,0.4368,0.1081,0.5646,0.5083,0.0116
905,334,0.1967,0.1094,0.099,0.3122,0.1002,0.1245
906,334,0.1195,0.0402,0.1995,0.0915,0.0422,0.0437
907,334,0.3853,0.0238,0.6228,0.2056,0.0407,0.0684
908,334,0.8768,0.9055,0.9645,0.1104,0.9029,0.8421
909,334,0.0609,0.0141,0.1822,0.0287,0.07,0.0466
910,334,0.0987,0.0521,0.1829,0.0847,0.058,0.0269
911,334,0.1381,0.4025,0.1572,0.1814,0.5,0.1616
912,334,0.2197,0.1116,0.0816,0.4822,0.1062,0.1397
913,334,0.2762,0.0543,0.3129,0.2819,0.0339,0.1914
914,334,1.0,0.1659,1.0,1.0,0.1393,0.6237
915,335,0.2791,0.5915,0.6364,0.0695,0.6498,0.0575
916,335,0.3601,0.6987,0.1104,0.6402,0.6642,0.9207
917,335,0.4365,0.9732,0.0952,0.7249,0.9548,0.9884
918,335,0.0579,0.2269,0.0174,0.229,0.2816,0.1295
919,335,0.703,0.1213,0.8723,0.325,0.1197,0.1092
920,335,0.1351,0.9539,0.1058,0.2351,0.9247,0.9738
921,335,0.1039,0.1265,0.0166,0.3432,0.119,0.5859
922,335,0.1247,0.0521,0.1686,0.1141,0.055,0.1063
923,335,0.1076,0.1004,0.2305,0.0839,0.0971,0.0713
924,335,0.0386,0.0848,0.0741,0.0454,0.0858,0.099
925,335,0.1158,0.9315,0.1663,0.1036,0.9044,0.9614
926,335,0.6689,0.1027,0.8262,0.2986,0.0904,0.1507
927,335,0.8003,0.8147,0.8866,0.5291,0.7959,0.952
928,335,0.2621,0.4836,0.3462,0.2759,0.5994,0.1179
929,335,0.147,0.1823,0.1436,0.2449,0.2477,0.0822
930,335,0.1225,0.7158,0.1066,0.2585,0.6446,0.8828
931,335,0.1767,0.186,0.2842,0.1436,0.1867,0.1732
932,335,0.1017,0.9427,0.1013,0.1784,0.8893,0.9753
933,335,0.3898,0.0618,0.4528,0.3205,0.0678,0.0131
934,335,0.1366,0.9851,0.1436,0.1693,0.9684,0.9949
935,335,0.1537,0.9234,0.1716,0.232,0.8494,0.9709
936,335,0.5026,0.1064,0.0212,0.8254,0.0934,0.1528
937,335,0.0713,0.0521,0.1172,0.1096,0.0422,0.1084
938,335,0.2576,0.9993,0.0537,0.5412,0.1137,0.9993
939,335,0.069,0.1198,0.0983,0.0741,0.131,0.1012
940,338,0.0676,0.1585,0.0242,0.2237,0.1627,0.1441
941,338,0.3667,0.9725,0.1036,0.6999,0.9834,0.099
942,338,0.095,0.6577,0.0355,0.3159,0.7304,0.1157
943,338,0.0995,0.2775,0.2577,0.0484,0.3622,0.1383
944,338,0.0943,0.1161,0.0416,0.3061,0.1039,0.1434
945,338,0.0854,0.3832,0.0907,0.1618,0.4526,0.222
946,338,0.5805,0.6689,0.9335,0.093,0.6401,0.6936
947,338,0.0876,0.0558,0.3235,0.0076,0.0693,0.056
948,338,0.4818,0.1622,0.0174,0.7725,0.1988,0.163
949,338,0.0839,0.6503,0.1081,0.0816,0.6453,0.682
950,338,0.078,0.8586,0.1051,0.0741,0.8396,0.8967
951,338,0.0512,0.1555,0.0642,0.1172,0.1273,0.4629
952,338,0.7431,0.1674,0.0333,0.9131,0.1717,0.1383
953,338,0.0601,0.0164,0.1489,0.0378,0.0271,0.0895
954,338,0.0913,0.8155,0.1474,0.0847,0.8539,0.0444
955,338,0.0794,0.7582,0.127,0.1315,0.7989,0.1405
956,338,0.4677,0.189,0.3265,0.4966,0.1258,0.6528
957,338,0.1188,0.0699,0.1164,0.2003,0.058,0.1325
958,338,0.2725,0.3341,0.1088,0.5163,0.4111,0.1572
959,338,0.0364,0.1324,0.0287,0.1708,0.125,0.1383
960,338,0.0542,0.3028,0.0877,0.0862,0.4255,0.075
961,338,0.0475,0.1607,0.059,0.0831,0.1423,0.2278
962,338,0.9978,0.3951,0.164,0.9992,0.5151,0.1128
963,339,0.8322,0.1659,0.8647,0.6629,0.1845,0.0691
964,339,0.0304,0.1004,0.0098,0.1073,0.0986,0.0866
965,339,0.1834,0.122,0.1081,0.3061,0.1227,0.0932
966,339,0.2413,0.1741,0.0673,0.6243,0.1807,0.147
967,339,0.7899,0.0156,0.9055,0.1738,0.0286,0.0007
968,339,0.0861,0.1086,0.0597,0.1481,0.1039,0.0742
969,339,0.461,0.1629,0.4233,0.542,0.1724,0.1157
970,339,0.1411,0.1429,0.2804,0.0975,0.1453,0.115
971,339,0.0423,0.5774,0.034,0.1761,0.6461,0.1215
972,339,0.0156,0.122,0.0128,0.0839,0.1054,0.2773
973,339,0.0282,0.4539,0.0302,0.0839,0.5678,0.139
974,339,0.1218,0.0565,0.062,0.2404,0.0678,0.0328
975,339,0.1188,0.1198,0.1481,0.2048,0.1084,0.1754
976,339,0.2739,0.1496,0.5291,0.1194,0.1596,0.0844
977,339,0.0735,0.1183,0.0779,0.1497,0.1054,0.1077
978,339,0.1938,0.0513,0.1489,0.288,0.064,0.0997
979,339,0.0861,0.2158,0.0385,0.3326,0.2425,0.1419
980,339,0.0646,0.6257,0.0333,0.1489,0.6988,0.1652
981,339,0.1195,0.1138,0.096,0.2033,0.1024,0.123
982,339,0.1069,0.192,0.093,0.2834,0.2026,0.1332
983,339,0.3912,0.0372,0.712,0.1172,0.0505,0.0524
984,339,0.2442,0.0915,0.0809,0.517,0.0843,0.1172
985,339,0.245,0.2202,0.0098,0.5389,0.2267,0.2329
986,339,0.2339,0.096,0.0189,0.5782,0.0542,0.6245
987,339,0.1062,0.1057,0.0544,0.2472,0.1242,0.0924
988,339,0.15,0.2076,0.3915,0.0446,0.2402,0.2642
989,339,0.6347,0.0149,0.3069,0.6992,0.0181,0.0691
990,339,0.3638,0.1101,0.1066,0.5359,0.0979,0.1223
991,339,0.1336,0.1771,0.0703,0.3696,0.1822,0.1623
992,339,0.0757,0.4918,0.1542,0.0491,0.5761,0.1448
993,339,0.1307,0.0446,0.0786,0.2441,0.0301,0.2504
994,339,0.0943,0.0841,0.1323,0.0869,0.0798,0.1026
995,339,0.4588,0.1525,0.2328,0.5979,0.1544,0.1099
996,339,0.5152,0.2634,0.7785,0.1338,0.3193,0.0633
997,339,0.0794,0.1354,0.0884,0.1807,0.1355,0.1201
998,339,0.1396,0.1615,0.2517,0.1255,0.1747,0.1223
999,339,0.5902,0.0283,0.2109,0.8133,0.0286,0.0495
1000,339,0.0831,0.1615,0.1255,0.0922,0.1672,0.1077
1001,339,0.3794,0.0952,0.1066,0.712,0.113,0.0771
1002,339,0.2747,0.1347,0.096,0.5571,0.1551,0.075
1003,339,0.9243,0.1138,0.9675,0.2555,0.134,0.0378
1004,339,0.1166,0.1562,0.2834,0.0809,0.1604,0.1128
1005,339,0.9918,0.8787,0.9955,0.0197,0.7455,0.9665
1006,339,0.3415,0.0179,0.1141,0.5034,0.0151,0.0742
1007,339,0.1477,0.1421,0.0703,0.26,0.1318,0.1601
1008,339,0.0742,0.1213,0.059,0.2305,0.18,0.0888
1009,339,0.2272,0.1451,0.4127,0.1459,0.1529,0.1026
1010,339,0.6169,0.1161,0.3485,0.7453,0.1295,0.0604
1011,339,0.8025,0.2195,0.5971,0.8322,0.1965,0.6143
1012,340,0.0616,0.654,0.0967,0.0635,0.7236,0.1288
1013,340,0.1477,0.1682,0.0552,0.3719,0.1747,0.1477
1014,340,0.0913,0.9918,0.0801,0.1746,0.9646,0.9978
1015,340,0.1166,0.1138,0.0574,0.2283,0.1099,0.0983
1016,340,0.0624,0.0156,0.068,0.1391,0.009,0.0757
1017,340,0.1366,0.0893,0.0741,0.35,0.0828,0.0859
1018,340,0.0631,0.1168,0.0567,0.1693,0.1137,0.1164
1019,340,0.1143,0.1421,0.0869,0.257,0.1401,0.1623
1020,340,0.0245,0.1711,0.0461,0.0695,0.1581,0.3588
1021,340,0.856,0.0097,0.9478,0.1247,0.0075,0.0
1022,340,0.0059,0.1064,0.0159,0.0272,0.1047,0.107
1023,340,0.0401,0.6964,0.1005,0.0204,0.695,0.7271
1024,340,0.3281,0.9993,0.0839,0.4868,0.9917,0.9993
1025,340,0.3779,0.7746,0.6236,0.189,0.7869,0.7242
1026,340,0.1856,0.5432,0.0491,0.4822,0.6378,0.1878
1027,340,0.0824,0.1615,0.0529,0.1512,0.1619,0.1303
1028,340,0.0275,0.9769,0.0529,0.0242,0.9631,0.9512
1029,340,0.0304,0.3147,0.0522,0.0393,0.4014,0.1579
1030,340,0.0097,0.0632,0.0522,0.0144,0.058,0.131
1031,340,0.8775,0.003,0.9819,0.2366,0.0053,0.0495
1032,340,0.069,0.2106,0.0083,0.3265,0.2846,0.0815
1033,340,0.078,0.4963,0.0385,0.3273,0.5979,0.182
1034,340,0.2428,0.7798,0.4989,0.0945,0.7914,0.7285
1035,340,0.6102,0.1399,0.7354,0.3439,0.1529,0.0924
1036,340,0.2257,0.2798,0.1693,0.3666,0.3727,0.1259
1037,340,0.1633,0.1131,0.3001,0.155,0.1107,0.091
1038,340,0.3719,0.756,0.1807,0.4996,0.7011,0.9403
